graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 11 nodes and 24 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]]",24.0,4.0,Y,"{0: 48, 1: 44, 2: 28, 3: 56, 4: 32, 5: 40, 6: 64, 7: 36, 8: 60, 9: 24, 10: 52}",Y,"{0: 48, 1: 44, 2: 28, 3: 56, 4: 32, 5: 40, 6: 64, 7: 36, 8: 60, 9: 24, 10: 52}","{(0, 1): 39, (0, 3): 1, (0, 4): 8, (1, 2): 1, (1, 4): 1, (1, 5): 1, (1, 8): 1, (1, 9): 1, (2, 3): 1, (2, 6): 12, (2, 7): 13, (2, 10): 1, (3, 4): 1, (3, 5): 1, (3, 6): 6, (3, 10): 46, (4, 6): 21, (4, 10): 1, (5, 8): 37, (5, 9): 1, (6, 8): 21, (6, 10): 4, (7, 8): 1, (7, 9): 22}",967.9794311523438,24.0,11.0,48.0
0.0,Graph with 11 nodes and 24 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]]",25.0,3.0,Y,"{0: 37, 1: 46, 2: 31, 3: 55, 4: 52, 5: 28, 6: 40, 7: 25, 8: 43, 9: 34, 10: 49}",Y,"{0: 37, 1: 46, 2: 31, 3: 55, 4: 52, 5: 28, 6: 40, 7: 25, 8: 43, 9: 34, 10: 49}","{(0, 1): 35, (0, 3): 1, (0, 4): 1, (1, 2): 7, (1, 4): 1, (1, 5): 1, (1, 8): 1, (1, 9): 1, (2, 3): 21, (2, 6): 1, (2, 7): 1, (2, 10): 1, (3, 4): 11, (3, 5): 6, (3, 6): 5, (3, 10): 11, (4, 6): 3, (4, 10): 36, (5, 8): 1, (5, 9): 20, (6, 8): 30, (6, 10): 1, (7, 8): 11, (7, 9): 13}",796.7948913574219,24.0,11.0,48.0
1.0,Graph with 11 nodes and 20 edges,"[[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]]",27.0,9.0,Y,"{0: 45, 1: 36, 2: 27, 3: 63, 4: 54, 5: 117, 6: 81, 7: 90, 8: 72, 9: 99, 10: 108}",Y,"{0: 45, 1: 36, 2: 27, 3: 63, 4: 54, 5: 117, 6: 81, 7: 90, 8: 72, 9: 99, 10: 108}","{(0, 1): 34, (0, 5): 1, (0, 9): 9, (0, 10): 1, (1, 3): 1, (1, 4): 1, (2, 9): 27, (3, 5): 11, (3, 6): 50, (3, 10): 1, (4, 7): 50, (4, 8): 1, (4, 9): 1, (4, 10): 1, (5, 6): 30, (5, 10): 75, (6, 9): 1, (7, 8): 40, (8, 9): 31, (9, 10): 30}",710.0105285644531,20.0,11.0,40.0
2.0,Graph with 11 nodes and 23 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]]",14.0,2.0,Y,"{0: 22, 1: 30, 2: 32, 3: 26, 4: 34, 5: 14, 6: 20, 7: 18, 8: 24, 9: 28, 10: 16}",Y,"{0: 22, 1: 30, 2: 32, 3: 26, 4: 34, 5: 14, 6: 20, 7: 18, 8: 24, 9: 28, 10: 16}","{(0, 1): 1, (0, 4): 15, (0, 6): 5, (0, 10): 1, (1, 3): 14, (1, 5): 1, (1, 6): 1, (1, 10): 13, (2, 3): 1, (2, 5): 1, (2, 6): 4, (2, 9): 26, (3, 4): 1, (3, 6): 1, (3, 7): 9, (4, 8): 17, (4, 10): 1, (5, 6): 9, (5, 7): 1, (5, 9): 1, (5, 10): 1, (7, 8): 7, (7, 9): 1}",929.8324584960938,23.0,11.0,46.0
2.0,Graph with 11 nodes and 23 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]]",17.0,5.0,Y,"{0: 62, 1: 27, 2: 67, 3: 32, 4: 42, 5: 22, 6: 52, 7: 37, 8: 57, 9: 17, 10: 47}",Y,"{0: 62, 1: 27, 2: 67, 3: 32, 4: 42, 5: 22, 6: 52, 7: 37, 8: 57, 9: 17, 10: 47}","{(0, 1): 1, (0, 4): 17, (0, 6): 1, (0, 10): 43, (1, 3): 23, (1, 5): 1, (1, 6): 1, (1, 10): 1, (2, 3): 6, (2, 5): 7, (2, 6): 48, (2, 9): 6, (3, 4): 1, (3, 6): 1, (3, 7): 1, (4, 8): 23, (4, 10): 1, (5, 6): 1, (5, 7): 1, (5, 9): 10, (5, 10): 2, (7, 8): 34, (7, 9): 1}",560.9989166259766,23.0,11.0,46.0
5.0,Graph with 11 nodes and 25 edges,"[[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]]",12.0,8.0,Y,"{0: 52, 1: 76, 2: 68, 3: 44, 4: 36, 5: 20, 6: 60, 7: 28, 8: 92, 9: 84, 10: 12}",Y,"{0: 52, 1: 76, 2: 68, 3: 44, 4: 36, 5: 20, 6: 60, 7: 28, 8: 92, 9: 84, 10: 12}","{(0, 1): 5, (0, 2): 12, (0, 6): 27, (0, 7): 8, (1, 2): 4, (1, 5): 5, (1, 6): 2, (1, 7): 1, (1, 8): 51, (1, 9): 2, (1, 10): 6, (2, 6): 15, (2, 7): 12, (2, 9): 25, (3, 4): 27, (3, 6): 16, (3, 9): 1, (4, 7): 6, (4, 9): 3, (5, 9): 12, (5, 10): 3, (7, 9): 1, (8, 9): 39, (8, 10): 2, (9, 10): 1}",66.04194641113281,25.0,11.0,50.0
5.0,Graph with 11 nodes and 25 edges,"[[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]]",15.0,9.0,Y,"{0: 105, 1: 60, 2: 42, 3: 51, 4: 69, 5: 33, 6: 87, 7: 78, 8: 24, 9: 15, 10: 96}",Y,"{0: 105, 1: 60, 2: 42, 3: 51, 4: 69, 5: 33, 6: 87, 7: 78, 8: 24, 9: 15, 10: 96}","{(0, 1): 10, (0, 2): 1, (0, 6): 82, (0, 7): 12, (1, 2): 1, (1, 5): 1, (1, 6): 3, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 10): 42, (2, 6): 1, (2, 7): 38, (2, 9): 1, (3, 4): 42, (3, 6): 1, (3, 9): 8, (4, 7): 26, (4, 9): 1, (5, 9): 1, (5, 10): 31, (7, 9): 1, (8, 9): 1, (8, 10): 22, (9, 10): 1}",787.0197296142578,25.0,11.0,50.0
7.0,Graph with 11 nodes and 26 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]]",19.0,3.0,Y,"{0: 22, 1: 25, 2: 28, 3: 31, 4: 34, 5: 37, 6: 40, 7: 43, 8: 46, 9: 49, 10: 19}",Y,"{0: 22, 1: 25, 2: 28, 3: 31, 4: 34, 5: 37, 6: 40, 7: 43, 8: 46, 9: 49, 10: 19}","{(0, 1): 19, (0, 3): 1, (0, 4): 2, (1, 2): 1, (1, 5): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 10): 1, (2, 4): 21, (2, 6): 1, (2, 7): 1, (2, 8): 1, (2, 9): 3, (3, 8): 1, (3, 9): 29, (4, 6): 1, (4, 7): 10, (5, 6): 1, (5, 7): 29, (5, 8): 5, (5, 10): 1, (6, 8): 36, (6, 10): 1, (7, 8): 2, (9, 10): 16}",540.0180816650391,26.0,11.0,52.0
7.0,Graph with 11 nodes and 26 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]]",21.0,5.0,Y,"{0: 26, 1: 31, 2: 36, 3: 41, 4: 46, 5: 51, 6: 56, 7: 61, 8: 66, 9: 71, 10: 21}",Y,"{0: 26, 1: 31, 2: 36, 3: 41, 4: 46, 5: 51, 6: 56, 7: 61, 8: 66, 9: 71, 10: 21}","{(0, 1): 1, (0, 3): 1, (0, 4): 24, (1, 2): 1, (1, 5): 1, (1, 7): 1, (1, 8): 13, (1, 9): 13, (1, 10): 1, (2, 4): 1, (2, 6): 13, (2, 7): 1, (2, 8): 19, (2, 9): 1, (3, 8): 1, (3, 9): 39, (4, 6): 20, (4, 7): 1, (5, 6): 1, (5, 7): 47, (5, 8): 1, (5, 10): 1, (6, 8): 21, (6, 10): 1, (7, 8): 11, (9, 10): 18}",905.9906005859375,26.0,11.0,52.0
7.0,Graph with 11 nodes and 26 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]]",22.0,8.0,Y,"{0: 30, 1: 38, 2: 46, 3: 54, 4: 62, 5: 70, 6: 78, 7: 86, 8: 94, 9: 102, 10: 22}",Y,"{0: 30, 1: 38, 2: 46, 3: 54, 4: 62, 5: 70, 6: 78, 7: 86, 8: 94, 9: 102, 10: 22}","{(0, 1): 1, (0, 3): 1, (0, 4): 28, (1, 2): 1, (1, 5): 1, (1, 7): 3, (1, 8): 1, (1, 9): 30, (1, 10): 1, (2, 4): 1, (2, 6): 1, (2, 7): 41, (2, 8): 1, (2, 9): 1, (3, 8): 1, (3, 9): 52, (4, 6): 31, (4, 7): 2, (5, 6): 23, (5, 7): 8, (5, 8): 37, (5, 10): 1, (6, 8): 22, (6, 10): 1, (7, 8): 32, (9, 10): 19}",57.93571472167969,26.0,11.0,52.0
