graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 14 nodes and 47 edges,"[[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1], [1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1], [1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]]",12.0,4.0,Y,"{0: 16, 1: 20, 2: 24, 3: 28, 4: 32, 5: 36, 6: 40, 7: 44, 8: 48, 9: 52, 10: 56, 11: 60, 12: 64, 13: 12}",Y,"{0: 16, 1: 20, 2: 24, 3: 28, 4: 32, 5: 36, 6: 40, 7: 44, 8: 48, 9: 52, 10: 56, 11: 60, 12: 64, 13: 12}","{(0, 1): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 2, (0, 12): 10, (1, 2): 1, (1, 3): 1, (1, 6): 1, (1, 7): 1, (1, 10): 14, (1, 13): 1, (2, 4): 1, (2, 6): 1, (2, 7): 1, (2, 9): 10, (2, 12): 9, (2, 13): 1, (3, 4): 1, (3, 5): 1, (3, 7): 1, (3, 8): 1, (3, 10): 21, (3, 11): 1, (3, 13): 1, (4, 6): 1, (4, 7): 1, (4, 9): 25, (4, 12): 1, (4, 13): 1, (5, 6): 1, (5, 7): 32, (5, 9): 1, (6, 8): 30, (6, 12): 4, (6, 13): 1, (7, 8): 1, (7, 13): 5, (8, 9): 14, (8, 10): 1, (8, 12): 1, (9, 10): 1, (9, 11): 1, (10, 11): 18, (10, 13): 1, (11, 12): 39, (11, 13): 1}",968.93310546875,47.0,14.0,94.0
1.0,Graph with 14 nodes and 41 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1], [1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], [0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]]",7.0,8.0,Y,"{0: 7, 1: 111, 2: 103, 3: 15, 4: 95, 5: 87, 6: 79, 7: 71, 8: 63, 9: 55, 10: 47, 11: 39, 12: 31, 13: 23}",Y,"{0: 7, 1: 111, 2: 103, 3: 15, 4: 95, 5: 87, 6: 79, 7: 71, 8: 63, 9: 55, 10: 47, 11: 39, 12: 31, 13: 23}","{(0, 3): 1, (0, 5): 1, (0, 8): 1, (0, 9): 1, (0, 10): 1, (0, 12): 1, (0, 13): 1, (1, 3): 1, (1, 4): 90, (1, 11): 17, (1, 12): 3, (2, 3): 1, (2, 7): 67, (2, 10): 21, (2, 12): 1, (2, 13): 13, (3, 4): 1, (3, 5): 1, (3, 9): 7, (3, 10): 1, (3, 11): 1, (3, 13): 1, (4, 7): 1, (4, 8): 1, (4, 9): 1, (4, 10): 1, (5, 6): 78, (5, 7): 1, (5, 11): 1, (5, 13): 5, (6, 12): 1, (7, 9): 1, (7, 13): 1, (8, 9): 42, (8, 11): 18, (8, 12): 1, (9, 12): 2, (9, 13): 1, (10, 11): 1, (10, 12): 22, (11, 13): 1}",899.0764617919922,41.0,14.0,82.0
2.0,Graph with 14 nodes and 59 edges,"[[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]]",6.0,2.0,Y,"{0: 8, 1: 32, 2: 10, 3: 12, 4: 30, 5: 28, 6: 6, 7: 26, 8: 24, 9: 22, 10: 20, 11: 18, 12: 16, 13: 14}",Y,"{0: 8, 1: 32, 2: 10, 3: 12, 4: 30, 5: 28, 6: 6, 7: 26, 8: 24, 9: 22, 10: 20, 11: 18, 12: 16, 13: 14}","{(0, 1): 1, (0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 7): 1, (0, 9): 1, (0, 11): 1, (1, 7): 4, (1, 8): 8, (1, 9): 4, (1, 11): 13, (1, 12): 1, (1, 13): 1, (2, 3): 1, (2, 4): 2, (2, 5): 1, (2, 8): 1, (2, 10): 1, (2, 11): 1, (2, 12): 1, (2, 13): 1, (3, 4): 2, (3, 5): 1, (3, 6): 1, (3, 7): 1, (3, 8): 1, (3, 9): 1, (3, 10): 1, (3, 12): 1, (3, 13): 1, (4, 5): 1, (4, 7): 5, (4, 8): 11, (4, 9): 5, (4, 10): 1, (4, 11): 1, (4, 12): 1, (5, 6): 1, (5, 7): 11, (5, 10): 7, (5, 12): 3, (5, 13): 2, (6, 7): 1, (6, 8): 1, (6, 9): 1, (6, 10): 1, (7, 12): 2, (7, 13): 1, (8, 10): 1, (8, 12): 1, (9, 10): 3, (9, 12): 1, (9, 13): 6, (10, 11): 1, (10, 12): 3, (10, 13): 1, (11, 12): 1, (12, 13): 1}",70.09506225585938,59.0,14.0,118.0
5.0,Graph with 14 nodes and 41 edges,"[[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]]",12.0,4.0,Y,"{0: 16, 1: 20, 2: 24, 3: 28, 4: 32, 5: 36, 6: 40, 7: 44, 8: 48, 9: 52, 10: 56, 11: 60, 12: 64, 13: 12}",Y,"{0: 16, 1: 20, 2: 24, 3: 28, 4: 32, 5: 36, 6: 40, 7: 44, 8: 48, 9: 52, 10: 56, 11: 60, 12: 64, 13: 12}","{(0, 3): 1, (0, 4): 1, (0, 7): 1, (0, 10): 1, (0, 11): 1, (0, 12): 11, (1, 2): 1, (1, 3): 1, (1, 4): 1, (1, 6): 17, (2, 6): 1, (2, 8): 1, (2, 9): 19, (2, 11): 1, (2, 13): 1, (3, 4): 1, (3, 6): 1, (3, 10): 19, (3, 11): 4, (3, 13): 1, (4, 5): 1, (4, 6): 1, (4, 7): 1, (4, 9): 1, (4, 12): 25, (5, 7): 33, (5, 11): 1, (5, 13): 1, (6, 7): 1, (6, 12): 19, (7, 8): 1, (7, 11): 1, (7, 13): 6, (8, 9): 1, (8, 11): 44, (8, 12): 1, (9, 10): 31, (10, 11): 1, (10, 12): 1, (10, 13): 3, (11, 12): 7}",874.9961853027344,41.0,14.0,82.0
5.0,Graph with 14 nodes and 41 edges,"[[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]]",21.0,2.0,Y,"{0: 47, 1: 45, 2: 43, 3: 41, 4: 39, 5: 37, 6: 35, 7: 33, 8: 31, 9: 29, 10: 27, 11: 25, 12: 23, 13: 21}",Y,"{0: 47, 1: 45, 2: 43, 3: 41, 4: 39, 5: 37, 6: 35, 7: 33, 8: 31, 9: 29, 10: 27, 11: 25, 12: 23, 13: 21}","{(0, 3): 12, (0, 4): 19, (0, 7): 1, (0, 10): 1, (0, 11): 13, (0, 12): 1, (1, 2): 15, (1, 3): 5, (1, 4): 1, (1, 6): 24, (2, 6): 3, (2, 8): 11, (2, 9): 8, (2, 11): 1, (2, 13): 5, (3, 4): 1, (3, 6): 3, (3, 10): 6, (3, 11): 1, (3, 13): 13, (4, 5): 6, (4, 6): 3, (4, 7): 1, (4, 9): 1, (4, 12): 7, (5, 7): 27, (5, 11): 3, (5, 13): 1, (6, 7): 1, (6, 12): 1, (7, 8): 1, (7, 11): 1, (7, 13): 1, (8, 9): 17, (8, 11): 1, (8, 12): 1, (9, 10): 3, (10, 11): 4, (10, 12): 12, (10, 13): 1, (11, 12): 1}",72.00241088867188,41.0,14.0,82.0
6.0,Graph with 14 nodes and 51 edges,"[[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]]",9.0,2.0,Y,"{0: 11, 1: 13, 2: 15, 3: 17, 4: 19, 5: 21, 6: 23, 7: 25, 8: 27, 9: 29, 10: 31, 11: 9, 12: 33, 13: 35}",Y,"{0: 11, 1: 13, 2: 15, 3: 17, 4: 19, 5: 21, 6: 23, 7: 25, 8: 27, 9: 29, 10: 31, 11: 9, 12: 33, 13: 35}","{(0, 2): 1, (0, 3): 5, (0, 4): 1, (0, 6): 1, (0, 8): 1, (0, 12): 1, (0, 13): 1, (1, 4): 1, (1, 5): 6, (1, 9): 1, (1, 12): 4, (1, 13): 1, (2, 3): 1, (2, 4): 1, (2, 5): 1, (2, 7): 8, (2, 8): 1, (2, 9): 1, (2, 12): 1, (3, 7): 1, (3, 8): 7, (3, 9): 1, (3, 11): 1, (3, 12): 1, (4, 9): 1, (4, 10): 1, (4, 11): 1, (4, 13): 13, (5, 10): 11, (5, 12): 1, (5, 13): 2, (6, 8): 1, (6, 9): 10, (6, 10): 2, (6, 11): 1, (6, 13): 8, (7, 11): 1, (7, 12): 14, (7, 13): 1, (8, 9): 9, (8, 10): 1, (8, 12): 1, (8, 13): 6, (9, 10): 4, (9, 12): 1, (9, 13): 1, (10, 11): 4, (10, 12): 7, (10, 13): 1, (11, 12): 1, (12, 13): 1}",42.91534423828125,51.0,14.0,102.0
6.0,Graph with 14 nodes and 51 edges,"[[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]]",26.0,6.0,Y,"{0: 104, 1: 98, 2: 92, 3: 86, 4: 80, 5: 74, 6: 68, 7: 62, 8: 56, 9: 50, 10: 44, 11: 38, 12: 32, 13: 26}",Y,"{0: 104, 1: 98, 2: 92, 3: 86, 4: 80, 5: 74, 6: 68, 7: 62, 8: 56, 9: 50, 10: 44, 11: 38, 12: 32, 13: 26}","{(0, 2): 1, (0, 3): 80, (0, 4): 1, (0, 6): 1, (0, 8): 1, (0, 12): 19, (0, 13): 1, (1, 4): 74, (1, 5): 1, (1, 9): 2, (1, 12): 4, (1, 13): 17, (2, 3): 1, (2, 4): 1, (2, 5): 34, (2, 7): 26, (2, 8): 1, (2, 9): 27, (2, 12): 1, (3, 7): 1, (3, 8): 1, (3, 9): 1, (3, 11): 1, (3, 12): 1, (4, 9): 1, (4, 10): 1, (4, 11): 1, (4, 13): 1, (5, 10): 37, (5, 12): 1, (5, 13): 1, (6, 8): 49, (6, 9): 15, (6, 10): 1, (6, 11): 1, (6, 13): 1, (7, 11): 33, (7, 12): 1, (7, 13): 1, (8, 9): 1, (8, 10): 1, (8, 12): 1, (8, 13): 1, (9, 10): 1, (9, 12): 1, (9, 13): 1, (10, 11): 1, (10, 12): 1, (10, 13): 1, (11, 12): 1, (12, 13): 1}",884.0560913085938,51.0,14.0,102.0
7.0,Graph with 14 nodes and 39 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]]",13.0,2.0,Y,"{0: 13, 1: 39, 2: 37, 3: 35, 4: 33, 5: 31, 6: 29, 7: 27, 8: 25, 9: 23, 10: 21, 11: 19, 12: 17, 13: 15}",Y,"{0: 13, 1: 39, 2: 37, 3: 35, 4: 33, 5: 31, 6: 29, 7: 27, 8: 25, 9: 23, 10: 21, 11: 19, 12: 17, 13: 15}","{(0, 6): 1, (0, 7): 1, (0, 8): 3, (0, 9): 1, (0, 12): 6, (0, 13): 1, (1, 2): 5, (1, 4): 15, (1, 6): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 11): 14, (1, 13): 1, (2, 6): 7, (2, 9): 16, (2, 13): 9, (3, 5): 15, (3, 7): 17, (3, 8): 2, (3, 13): 1, (4, 5): 1, (4, 8): 2, (4, 10): 15, (5, 7): 1, (5, 8): 1, (5, 9): 1, (5, 12): 11, (5, 13): 1, (6, 8): 15, (6, 9): 1, (6, 10): 3, (6, 13): 1, (7, 9): 1, (7, 10): 1, (7, 11): 5, (8, 9): 1, (9, 10): 1, (10, 13): 1}",45.7763671875,39.0,14.0,78.0
7.0,Graph with 14 nodes and 39 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]]",19.0,8.0,Y,"{0: 27, 1: 35, 2: 43, 3: 51, 4: 59, 5: 67, 6: 75, 7: 83, 8: 91, 9: 107, 10: 115, 11: 99, 12: 19, 13: 123}",Y,"{0: 27, 1: 35, 2: 43, 3: 51, 4: 59, 5: 67, 6: 75, 7: 83, 8: 91, 9: 107, 10: 115, 11: 99, 12: 19, 13: 123}","{(0, 6): 5, (0, 7): 1, (0, 8): 13, (0, 9): 3, (0, 12): 2, (0, 13): 3, (1, 2): 1, (1, 4): 3, (1, 6): 1, (1, 7): 1, (1, 8): 2, (1, 9): 1, (1, 11): 24, (1, 13): 2, (2, 6): 9, (2, 9): 24, (2, 13): 9, (3, 5): 7, (3, 7): 1, (3, 8): 3, (3, 13): 40, (4, 5): 25, (4, 8): 17, (4, 10): 14, (5, 7): 1, (5, 8): 1, (5, 9): 9, (5, 12): 17, (5, 13): 7, (6, 8): 31, (6, 9): 4, (6, 10): 10, (6, 13): 15, (7, 9): 1, (7, 10): 3, (7, 11): 75, (8, 9): 24, (9, 10): 41, (10, 13): 47}",82.96966552734375,39.0,14.0,78.0
8.0,Graph with 14 nodes and 48 edges,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]]",7.0,8.0,Y,"{0: 7, 1: 111, 2: 103, 3: 15, 4: 95, 5: 87, 6: 79, 7: 71, 8: 63, 9: 55, 10: 47, 11: 39, 12: 31, 13: 23}",Y,"{0: 7, 1: 111, 2: 103, 3: 15, 4: 95, 5: 87, 6: 79, 7: 71, 8: 63, 9: 55, 10: 47, 11: 39, 12: 31, 13: 23}","{(0, 4): 2, (0, 5): 1, (0, 11): 1, (0, 12): 2, (0, 13): 1, (1, 5): 7, (1, 8): 12, (1, 9): 50, (1, 10): 41, (1, 13): 1, (2, 3): 1, (2, 8): 46, (2, 10): 1, (2, 11): 33, (2, 12): 22, (3, 4): 1, (3, 5): 1, (3, 6): 7, (3, 9): 1, (3, 10): 1, (3, 11): 1, (3, 12): 1, (3, 13): 1, (4, 5): 22, (4, 6): 68, (4, 11): 1, (4, 13): 1, (5, 7): 52, (5, 8): 1, (5, 9): 1, (5, 12): 1, (5, 13): 1, (6, 7): 1, (6, 8): 1, (6, 9): 1, (6, 12): 1, (7, 8): 1, (7, 10): 1, (7, 12): 1, (7, 13): 15, (8, 10): 1, (8, 13): 1, (9, 11): 1, (9, 12): 1, (10, 11): 1, (10, 12): 1, (11, 13): 1, (12, 13): 1}",597.0001220703125,48.0,14.0,96.0
