graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
1.0,Graph with 5 nodes and 4 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 1, 0, 0]]",12.0,6.0,Y,"{0: 30, 1: 18, 2: 12, 3: 24, 4: 36}",Y,"{0: 30, 1: 18, 2: 12, 3: 24, 4: 36}","{(0, 3): 24, (0, 4): 6, (1, 4): 18, (2, 4): 12}",117.06352233886719,4.0,5.0,8.0
2.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0]]",6.0,6.0,Y,"{0: 24, 1: 12, 2: 6, 3: 18, 4: 30}",Y,"{0: 24, 1: 12, 2: 6, 3: 18, 4: 30}","{(0, 3): 15, (0, 4): 9, (1, 4): 12, (2, 4): 6, (3, 4): 3}",166.89300537109375,5.0,5.0,10.0
2.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0]]",10.0,7.0,Y,"{0: 31, 1: 17, 2: 10, 3: 24, 4: 38}",Y,"{0: 31, 1: 17, 2: 10, 3: 24, 4: 38}","{(0, 3): 22, (0, 4): 9, (1, 4): 17, (2, 4): 10, (3, 4): 2}",129.93812561035156,5.0,5.0,10.0
3.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",6.0,3.0,Y,"{0: 6, 1: 9, 2: 12, 3: 15, 4: 18}",Y,"{0: 6, 1: 9, 2: 12, 3: 15, 4: 18}","{(0, 3): 3, (0, 4): 3, (1, 3): 9, (2, 4): 12, (3, 4): 3}",149.9652862548828,5.0,5.0,10.0
3.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",6.0,6.0,Y,"{0: 24, 1: 12, 2: 6, 3: 30, 4: 18}",Y,"{0: 24, 1: 12, 2: 6, 3: 30, 4: 18}","{(0, 3): 15, (0, 4): 9, (1, 3): 12, (2, 4): 6, (3, 4): 3}",74.14817810058594,5.0,5.0,10.0
3.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",14.0,9.0,Y,"{0: 41, 1: 23, 2: 14, 3: 50, 4: 32}",Y,"{0: 41, 1: 23, 2: 14, 3: 50, 4: 32}","{(0, 3): 25, (0, 4): 16, (1, 3): 23, (2, 4): 14, (3, 4): 2}",126.83868408203125,5.0,5.0,10.0
3.0,Graph with 5 nodes and 5 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",22.0,7.0,Y,"{0: 22, 1: 29, 2: 36, 3: 50, 4: 43}",Y,"{0: 22, 1: 29, 2: 36, 3: 50, 4: 43}","{(0, 3): 18, (0, 4): 4, (1, 3): 29, (2, 4): 36, (3, 4): 3}",65.08827209472656,5.0,5.0,10.0
5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,7.0,Y,"{0: 9, 1: 16, 2: 2, 3: 23, 4: 30}",Y,"{0: 9, 1: 16, 2: 2, 3: 23, 4: 30}","{(0, 3): 1, (0, 4): 8, (1, 3): 9, (1, 4): 7, (2, 4): 2, (3, 4): 13}",127.07710266113281,6.0,5.0,12.0
5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",10.0,3.0,Y,"{0: 10, 1: 13, 2: 16, 3: 19, 4: 22}",Y,"{0: 10, 1: 13, 2: 16, 3: 19, 4: 22}","{(0, 3): 6, (0, 4): 4, (1, 3): 12, (1, 4): 1, (2, 4): 16, (3, 4): 1}",226.9744873046875,6.0,5.0,12.0
5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",12.0,7.0,Y,"{0: 12, 1: 33, 2: 19, 3: 40, 4: 26}",Y,"{0: 12, 1: 33, 2: 19, 3: 40, 4: 26}","{(0, 3): 7, (0, 4): 5, (1, 3): 32, (1, 4): 1, (2, 4): 19, (3, 4): 1}",173.09188842773438,6.0,5.0,12.0
5.0,Graph with 5 nodes and 6 edges,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",12.0,8.0,Y,"{0: 12, 1: 36, 2: 20, 3: 44, 4: 28}",Y,"{0: 12, 1: 36, 2: 20, 3: 44, 4: 28}","{(0, 3): 7, (0, 4): 5, (1, 3): 35, (1, 4): 1, (2, 4): 20, (3, 4): 2}",236.03439331054688,6.0,5.0,12.0
