graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
2.0,Graph with 9 nodes and 21 edges,"[[0, 1, 1, 1, 1, 0, 0, 1, 0], [1, 0, 1, 1, 1, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0, 0]]",10.0,4.0,Y,"{0: 18, 1: 38, 2: 30, 3: 14, 4: 22, 5: 42, 6: 34, 7: 10, 8: 26}","{(0, 1): 1, (0, 2): 10, (0, 3): 1, (0, 4): 5, (0, 7): 1, (1, 2): 9, (1, 3): 1, (1, 4): 3, (1, 5): 5, (1, 6): 18, (1, 7): 1, (2, 4): 4, (2, 5): 5, (2, 7): 1, (2, 8): 1, (3, 4): 9, (3, 8): 3, (4, 7): 1, (5, 6): 10, (5, 8): 22, (6, 7): 6}",92.02957153320312,102.0,27.0,285.0
2.0,Graph with 9 nodes and 21 edges,"[[0, 1, 1, 1, 1, 0, 0, 1, 0], [1, 0, 1, 1, 1, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0, 0]]",28.0,3.0,Y,"{0: 49, 1: 28, 2: 46, 3: 31, 4: 43, 5: 52, 6: 34, 7: 37, 8: 40}","{(0, 1): 5, (0, 2): 1, (0, 3): 1, (0, 4): 18, (0, 7): 24, (1, 2): 1, (1, 3): 9, (1, 4): 1, (1, 5): 1, (1, 6): 10, (1, 7): 1, (2, 4): 9, (2, 5): 17, (2, 7): 3, (2, 8): 15, (3, 4): 10, (3, 8): 11, (4, 7): 5, (5, 6): 20, (5, 8): 14, (6, 7): 4}",78.91654968261719,102.0,27.0,285.0
3.0,Graph with 9 nodes and 19 edges,"[[0, 1, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 1, 0, 1, 0, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 1, 1, 0, 0, 0]]",28.0,9.0,Y,"{0: 37, 1: 91, 2: 82, 3: 46, 4: 73, 5: 100, 6: 55, 7: 28, 8: 64}","{(0, 1): 35, (0, 5): 1, (0, 6): 1, (1, 4): 36, (1, 5): 7, (1, 6): 1, (1, 8): 12, (2, 5): 59, (2, 6): 1, (2, 8): 22, (3, 4): 13, (3, 5): 17, (3, 6): 16, (4, 5): 1, (4, 6): 1, (4, 8): 22, (5, 6): 7, (5, 8): 8, (6, 7): 28}",80.108642578125,100.0,27.0,281.0
4.0,Graph with 9 nodes and 17 edges,"[[0, 0, 1, 1, 1, 1, 0, 1, 0], [0, 0, 1, 0, 1, 0, 0, 1, 0], [1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 1, 0, 1, 0, 1, 0, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 1, 0, 0]]",16.0,1.0,Y,"{0: 23, 1: 20, 2: 17, 3: 16, 4: 24, 5: 21, 6: 22, 7: 19, 8: 18}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 19, (0, 7): 1, (1, 2): 12, (1, 4): 1, (1, 7): 7, (2, 3): 2, (2, 4): 1, (2, 8): 1, (3, 4): 1, (3, 6): 12, (4, 5): 2, (4, 7): 11, (4, 8): 7, (6, 8): 10}",909.0900421142578,98.0,27.0,277.0
5.0,Graph with 9 nodes and 20 edges,"[[0, 1, 1, 1, 1, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 1, 1, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 0, 1, 1, 0], [1, 0, 1, 1, 0, 1, 0, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 0, 0]]",6.0,2.0,Y,"{0: 22, 1: 20, 2: 18, 3: 16, 4: 14, 5: 12, 6: 10, 7: 8, 8: 6}","{(0, 1): 10, (0, 2): 1, (0, 3): 8, (0, 4): 1, (0, 6): 1, (0, 8): 1, (1, 5): 9, (1, 7): 1, (2, 3): 1, (2, 4): 8, (2, 6): 6, (2, 7): 1, (2, 8): 1, (3, 6): 2, (3, 7): 1, (3, 8): 4, (4, 5): 1, (4, 7): 4, (5, 6): 1, (5, 7): 1}",600.8148193359375,101.0,27.0,283.0
7.0,Graph with 9 nodes and 23 edges,"[[0, 1, 1, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1, 1, 1, 0], [1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 1, 0, 0]]",6.0,4.0,Y,"{0: 18, 1: 34, 2: 30, 3: 26, 4: 6, 5: 38, 6: 22, 7: 10, 8: 14}","{(0, 1): 5, (0, 2): 1, (0, 3): 7, (0, 4): 4, (0, 8): 1, (1, 3): 10, (1, 5): 9, (1, 6): 5, (1, 7): 4, (1, 8): 1, (2, 3): 1, (2, 5): 23, (2, 6): 2, (2, 7): 3, (3, 5): 5, (3, 6): 1, (3, 7): 1, (3, 8): 1, (4, 6): 1, (4, 7): 1, (5, 6): 1, (6, 7): 1, (6, 8): 11}",77.00920104980469,104.0,27.0,289.0
7.0,Graph with 9 nodes and 23 edges,"[[0, 1, 1, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1, 1, 1, 0], [1, 1, 1, 0, 0, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 1, 0, 0]]",20.0,6.0,Y,"{0: 26, 1: 32, 2: 38, 3: 44, 4: 50, 5: 56, 6: 62, 7: 68, 8: 20}","{(0, 1): 22, (0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 8): 1, (1, 3): 2, (1, 5): 5, (1, 6): 1, (1, 7): 1, (1, 8): 1, (2, 3): 2, (2, 5): 29, (2, 6): 5, (2, 7): 1, (3, 5): 1, (3, 6): 17, (3, 7): 18, (3, 8): 3, (4, 6): 2, (4, 7): 47, (5, 6): 21, (6, 7): 1, (6, 8): 15}",1066.9231414794922,104.0,27.0,289.0
8.0,Graph with 9 nodes and 22 edges,"[[0, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 1, 0, 1, 1, 1, 1, 0]]",6.0,1.0,Y,"{0: 14, 1: 13, 2: 12, 3: 11, 4: 10, 5: 9, 6: 8, 7: 7, 8: 6}","{(0, 1): 9, (0, 2): 4, (0, 8): 1, (1, 2): 1, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 1, (2, 5): 3, (2, 7): 2, (2, 8): 1, (3, 4): 7, (3, 5): 1, (3, 6): 3, (4, 7): 1, (4, 8): 1, (5, 6): 2, (5, 7): 1, (5, 8): 1, (6, 7): 1, (6, 8): 1, (7, 8): 1}",456.09474182128906,103.0,27.0,287.0
8.0,Graph with 9 nodes and 22 edges,"[[0, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 1, 0, 1, 1, 1, 1, 0]]",18.0,7.0,Y,"{0: 25, 1: 32, 2: 39, 3: 46, 4: 53, 5: 60, 6: 67, 7: 74, 8: 18}","{(0, 1): 23, (0, 2): 1, (0, 8): 1, (1, 2): 6, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 29, (2, 5): 1, (2, 7): 1, (2, 8): 1, (3, 4): 22, (3, 5): 1, (3, 6): 23, (4, 7): 1, (4, 8): 1, (5, 6): 20, (5, 7): 36, (5, 8): 1, (6, 7): 22, (6, 8): 1, (7, 8): 13}",1189.9471282958984,103.0,27.0,287.0
8.0,Graph with 9 nodes and 22 edges,"[[0, 1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 1, 0, 1, 1, 1, 1, 0]]",24.0,8.0,Y,"{0: 32, 1: 40, 2: 48, 3: 56, 4: 64, 5: 72, 6: 80, 7: 88, 8: 24}","{(0, 1): 30, (0, 2): 1, (0, 8): 1, (1, 2): 7, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 37, (2, 5): 1, (2, 7): 1, (2, 8): 1, (3, 4): 25, (3, 5): 1, (3, 6): 30, (4, 7): 1, (4, 8): 1, (5, 6): 25, (5, 7): 43, (5, 8): 1, (6, 7): 23, (6, 8): 1, (7, 8): 19}",972.0325469970703,103.0,27.0,287.0
