graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 7 nodes and 12 edges,"[[0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1, 1], [0, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0, 1], [0, 1, 0, 1, 1, 1, 0]]",4.0,4.0,Y,"{0: 16, 1: 8, 2: 4, 3: 28, 4: 20, 5: 24, 6: 12}",Y,"{0: 16, 1: 8, 2: 4, 3: 28, 4: 20, 5: 24, 6: 12}","{(0, 3): 16, (1, 3): 1, (1, 4): 1, (1, 6): 6, (2, 3): 1, (2, 4): 3, (3, 4): 2, (3, 5): 7, (3, 6): 1, (4, 5): 13, (4, 6): 1, (5, 6): 4}",142.09747314453125,12.0,7.0,24.0
1.0,Graph with 7 nodes and 10 edges,"[[0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0], [1, 0, 1, 1, 1, 0, 0]]",12.0,2.0,Y,"{0: 16, 1: 12, 2: 24, 3: 20, 4: 18, 5: 22, 6: 14}",Y,"{0: 16, 1: 12, 2: 24, 3: 20, 4: 18, 5: 22, 6: 14}","{(0, 2): 1, (0, 4): 13, (0, 6): 2, (1, 3): 9, (1, 4): 3, (2, 5): 22, (2, 6): 1, (3, 4): 1, (3, 6): 10, (4, 6): 1}",250.10108947753906,10.0,7.0,20.0
1.0,Graph with 7 nodes and 10 edges,"[[0, 0, 1, 0, 1, 0, 1], [0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0], [1, 0, 1, 1, 1, 0, 0]]",24.0,2.0,Y,"{0: 26, 1: 30, 2: 34, 3: 36, 4: 32, 5: 24, 6: 28}",Y,"{0: 26, 1: 30, 2: 34, 3: 36, 4: 32, 5: 24, 6: 28}","{(0, 2): 9, (0, 4): 13, (0, 6): 4, (1, 3): 13, (1, 4): 17, (2, 5): 24, (2, 6): 1, (3, 4): 1, (3, 6): 22, (4, 6): 1}",380.0392150878906,10.0,7.0,20.0
2.0,Graph with 7 nodes and 12 edges,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1], [1, 0, 1, 0, 1, 1, 0], [1, 1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0]]",8.0,8.0,Y,"{0: 8, 1: 32, 2: 48, 3: 40, 4: 16, 5: 24, 6: 56}",Y,"{0: 8, 1: 32, 2: 48, 3: 40, 4: 16, 5: 24, 6: 56}","{(0, 3): 1, (0, 4): 1, (0, 5): 5, (0, 6): 1, (1, 4): 10, (1, 6): 22, (2, 3): 34, (2, 6): 14, (3, 4): 4, (3, 5): 1, (4, 6): 1, (5, 6): 18}",197.1721649169922,12.0,7.0,24.0
3.0,Graph with 7 nodes and 12 edges,"[[0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 1, 0], [0, 1, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 1, 1, 0]]",17.0,5.0,Y,"{0: 17, 1: 27, 2: 37, 3: 47, 4: 32, 5: 42, 6: 22}",Y,"{0: 17, 1: 27, 2: 37, 3: 47, 4: 32, 5: 42, 6: 22}","{(0, 1): 1, (0, 4): 8, (0, 5): 8, (1, 2): 2, (1, 3): 15, (1, 4): 8, (1, 5): 1, (2, 4): 15, (2, 6): 20, (3, 5): 32, (4, 6): 1, (5, 6): 1}",32.18650817871094,12.0,7.0,24.0
3.0,Graph with 7 nodes and 12 edges,"[[0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 1, 0], [0, 1, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 1, 1, 0]]",25.0,5.0,Y,"{0: 25, 1: 50, 2: 45, 3: 35, 4: 40, 5: 55, 6: 30}",Y,"{0: 25, 1: 50, 2: 45, 3: 35, 4: 40, 5: 55, 6: 30}","{(0, 1): 1, (0, 4): 5, (0, 5): 19, (1, 2): 15, (1, 3): 1, (1, 4): 32, (1, 5): 1, (2, 4): 2, (2, 6): 28, (3, 5): 34, (4, 6): 1, (5, 6): 1}",293.0164337158203,12.0,7.0,24.0
3.0,Graph with 7 nodes and 12 edges,"[[0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 1, 0], [0, 1, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1], [0, 0, 1, 0, 1, 1, 0]]",25.0,9.0,Y,"{0: 70, 1: 61, 2: 52, 3: 34, 4: 43, 5: 79, 6: 25}",Y,"{0: 70, 1: 61, 2: 52, 3: 34, 4: 43, 5: 79, 6: 25}","{(0, 1): 1, (0, 4): 1, (0, 5): 68, (1, 2): 25, (1, 3): 33, (1, 4): 1, (1, 5): 1, (2, 4): 26, (2, 6): 1, (3, 5): 1, (4, 6): 15, (5, 6): 9}",15.020370483398438,12.0,7.0,24.0
4.0,Graph with 7 nodes and 10 edges,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 1, 0, 1, 0, 0], [0, 1, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 0]]",4.0,4.0,Y,"{0: 28, 1: 16, 2: 24, 3: 8, 4: 20, 5: 12, 6: 4}",Y,"{0: 28, 1: 16, 2: 24, 3: 8, 4: 20, 5: 12, 6: 4}","{(0, 3): 7, (0, 4): 10, (0, 5): 10, (0, 6): 1, (1, 2): 14, (1, 4): 2, (2, 3): 1, (2, 4): 8, (2, 6): 1, (5, 6): 2}",179.05235290527344,10.0,7.0,20.0
4.0,Graph with 7 nodes and 10 edges,"[[0, 0, 0, 1, 1, 1, 1], [0, 0, 1, 0, 1, 0, 0], [0, 1, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1, 0]]",22.0,4.0,Y,"{0: 22, 1: 46, 2: 42, 3: 38, 4: 34, 5: 30, 6: 26}",Y,"{0: 22, 1: 46, 2: 42, 3: 38, 4: 34, 5: 30, 6: 26}","{(0, 3): 13, (0, 4): 2, (0, 5): 6, (0, 6): 1, (1, 2): 15, (1, 4): 31, (2, 3): 25, (2, 4): 1, (2, 6): 1, (5, 6): 24}",57.220458984375,10.0,7.0,20.0
6.0,Graph with 7 nodes and 10 edges,"[[0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0, 1], [0, 1, 1, 0, 1, 0, 1], [0, 1, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 0]]",20.0,2.0,Y,"{0: 20, 1: 24, 2: 32, 3: 28, 4: 26, 5: 30, 6: 22}",Y,"{0: 20, 1: 24, 2: 32, 3: 28, 4: 26, 5: 30, 6: 22}","{(0, 5): 19, (0, 6): 1, (1, 3): 1, (1, 4): 23, (2, 3): 23, (2, 4): 1, (2, 6): 8, (3, 4): 2, (3, 6): 2, (5, 6): 11}",190.97328186035156,10.0,7.0,20.0
