graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 6 nodes and 10 edges,"[[0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 1, 1], [0, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1, 1], [0, 1, 1, 1, 0, 0], [0, 1, 1, 1, 0, 0]]",12.0,4.0,Y,"{0: 28, 1: 24, 2: 20, 3: 32, 4: 12, 5: 16}","{(0, 3): 28, (1, 2): 8, (1, 3): 1, (1, 4): 1, (1, 5): 14, (2, 3): 1, (2, 4): 10, (2, 5): 1, (3, 4): 1, (3, 5): 1}",993.9670562744141,46.0,18.0,128.0
2.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 1], [1, 1, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",5.0,8.0,Y,"{0: 13, 1: 21, 2: 29, 3: 37, 4: 45, 5: 5}","{(0, 2): 12, (0, 4): 1, (1, 4): 20, (1, 5): 1, (2, 3): 13, (2, 4): 4, (3, 4): 20, (3, 5): 4}",506.8778991699219,44.0,18.0,124.0
2.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 1], [1, 1, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",7.0,2.0,Y,"{0: 7, 1: 17, 2: 9, 3: 11, 4: 15, 5: 13}","{(0, 2): 1, (0, 4): 6, (1, 4): 7, (1, 5): 10, (2, 3): 7, (2, 4): 1, (3, 4): 1, (3, 5): 3}",296.1158752441406,44.0,18.0,124.0
6.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0], [1, 1, 0, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0]]",23.0,4.0,Y,"{0: 23, 1: 39, 2: 31, 3: 27, 4: 35, 5: 43}","{(0, 2): 1, (0, 3): 20, (0, 5): 2, (1, 3): 1, (1, 5): 38, (2, 4): 30, (3, 4): 4, (3, 5): 2, (4, 5): 1}",309.22889709472656,45.0,18.0,126.0
7.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",10.0,2.0,Y,"{0: 10, 1: 12, 2: 20, 3: 18, 4: 16, 5: 14}","{(0, 1): 2, (0, 2): 2, (0, 3): 1, (0, 5): 5, (1, 4): 9, (1, 5): 1, (2, 3): 17, (2, 5): 1, (4, 5): 7}",54.12101745605469,45.0,18.0,126.0
7.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",16.0,6.0,Y,"{0: 22, 1: 28, 2: 34, 3: 40, 4: 16, 5: 46}","{(0, 1): 1, (0, 2): 5, (0, 3): 15, (0, 5): 1, (1, 4): 1, (1, 5): 26, (2, 3): 25, (2, 5): 4, (4, 5): 15}",700.9506225585938,45.0,18.0,126.0
7.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",24.0,4.0,Y,"{0: 36, 1: 40, 2: 24, 3: 28, 4: 32, 5: 44}","{(0, 1): 5, (0, 2): 1, (0, 3): 22, (0, 5): 8, (1, 4): 24, (1, 5): 11, (2, 3): 6, (2, 5): 17, (4, 5): 8}",87.97645568847656,45.0,18.0,126.0
8.0,Graph with 6 nodes and 7 edges,"[[0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0], [1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 0]]",18.0,4.0,Y,"{0: 22, 1: 18, 2: 26, 3: 34, 4: 38, 5: 30}","{(0, 4): 1, (0, 5): 21, (1, 2): 16, (1, 4): 2, (2, 4): 1, (2, 5): 9, (3, 4): 34}",567.1977996826172,43.0,18.0,122.0
8.0,Graph with 6 nodes and 7 edges,"[[0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0], [1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 0]]",18.0,8.0,Y,"{0: 18, 1: 26, 2: 42, 3: 34, 4: 58, 5: 50}","{(0, 4): 3, (0, 5): 15, (1, 2): 6, (1, 4): 20, (2, 4): 1, (2, 5): 35, (3, 4): 34}",1108.1695556640625,43.0,18.0,122.0
8.0,Graph with 6 nodes and 7 edges,"[[0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 0], [1, 1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 0]]",26.0,6.0,Y,"{0: 26, 1: 38, 2: 44, 3: 50, 4: 56, 5: 32}","{(0, 4): 2, (0, 5): 24, (1, 2): 35, (1, 4): 3, (2, 4): 1, (2, 5): 8, (3, 4): 50}",584.1255187988281,43.0,18.0,122.0
10.0,Graph with 6 nodes and 8 edges,"[[0, 1, 0, 1, 0, 1], [1, 0, 1, 0, 1, 0], [0, 1, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1], [1, 0, 1, 0, 1, 0]]",27.0,6.0,Y,"{0: 33, 1: 57, 2: 51, 3: 27, 4: 45, 5: 39}","{(0, 1): 5, (0, 3): 27, (0, 5): 1, (1, 2): 11, (1, 4): 41, (2, 4): 3, (2, 5): 37, (4, 5): 1}",359.0583801269531,44.0,18.0,124.0
11.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 0, 0], [1, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1], [1, 1, 1, 0, 1, 0], [0, 1, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0]]",10.0,8.0,Y,"{0: 18, 1: 26, 2: 34, 3: 42, 4: 50, 5: 10}","{(0, 1): 4, (0, 2): 13, (0, 3): 1, (1, 3): 1, (1, 4): 21, (2, 3): 20, (2, 5): 1, (3, 4): 20, (4, 5): 9}",1046.895980834961,45.0,18.0,126.0
13.0,Graph with 6 nodes and 8 edges,"[[0, 1, 1, 1, 0, 0], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0], [0, 1, 0, 1, 0, 1], [0, 1, 0, 0, 1, 0]]",6.0,4.0,Y,"{0: 26, 1: 10, 2: 6, 3: 22, 4: 14, 5: 18}","{(0, 1): 1, (0, 2): 4, (0, 3): 21, (1, 2): 2, (1, 4): 1, (1, 5): 6, (3, 4): 1, (4, 5): 12}",74.86343383789062,44.0,18.0,124.0
13.0,Graph with 6 nodes and 8 edges,"[[0, 1, 1, 1, 0, 0], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0], [0, 1, 0, 1, 0, 1], [0, 1, 0, 0, 1, 0]]",24.0,8.0,Y,"{0: 64, 1: 40, 2: 56, 3: 32, 4: 48, 5: 24}","{(0, 1): 19, (0, 2): 37, (0, 3): 8, (1, 2): 19, (1, 4): 1, (1, 5): 1, (3, 4): 24, (4, 5): 23}",694.0364837646484,44.0,18.0,124.0
14.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",6.0,8.0,Y,"{0: 46, 1: 22, 2: 14, 3: 30, 4: 6, 5: 38}","{(0, 1): 1, (0, 2): 7, (0, 3): 30, (0, 4): 1, (0, 5): 7, (1, 4): 1, (1, 5): 20, (2, 5): 7, (4, 5): 4}",59.84306335449219,45.0,18.0,126.0
14.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",12.0,6.0,Y,"{0: 42, 1: 24, 2: 12, 3: 36, 4: 18, 5: 30}","{(0, 1): 3, (0, 2): 1, (0, 3): 36, (0, 4): 1, (0, 5): 1, (1, 4): 10, (1, 5): 11, (2, 5): 11, (4, 5): 7}",72.95608520507812,45.0,18.0,126.0
14.0,Graph with 6 nodes and 9 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",23.0,6.0,Y,"{0: 53, 1: 23, 2: 35, 3: 47, 4: 29, 5: 41}","{(0, 1): 1, (0, 2): 1, (0, 3): 47, (0, 4): 3, (0, 5): 1, (1, 4): 21, (1, 5): 1, (2, 5): 34, (4, 5): 5}",30.994415283203125,45.0,18.0,126.0
16.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",5.0,2.0,Y,"{0: 15, 1: 13, 2: 11, 3: 9, 4: 7, 5: 5}","{(0, 2): 6, (0, 3): 7, (0, 5): 2, (1, 2): 5, (1, 3): 1, (1, 4): 6, (1, 5): 1, (3, 5): 1, (4, 5): 1}",312.0899200439453,45.0,18.0,126.0
16.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",22.0,6.0,Y,"{0: 52, 1: 46, 2: 34, 3: 40, 4: 22, 5: 28}","{(0, 2): 1, (0, 3): 37, (0, 5): 14, (1, 2): 33, (1, 3): 1, (1, 4): 11, (1, 5): 1, (3, 5): 2, (4, 5): 11}",399.8279571533203,45.0,18.0,126.0
16.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",26.0,2.0,Y,"{0: 36, 1: 34, 2: 32, 3: 30, 4: 28, 5: 26}","{(0, 2): 6, (0, 3): 28, (0, 5): 2, (1, 2): 26, (1, 3): 1, (1, 4): 6, (1, 5): 1, (3, 5): 1, (4, 5): 22}",393.15223693847656,45.0,18.0,126.0
16.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",29.0,8.0,Y,"{0: 37, 1: 45, 2: 53, 3: 61, 4: 29, 5: 69}","{(0, 2): 35, (0, 3): 1, (0, 5): 1, (1, 2): 18, (1, 3): 23, (1, 4): 1, (1, 5): 3, (3, 5): 37, (4, 5): 28}",697.1359252929688,45.0,18.0,126.0
19.0,Graph with 6 nodes and 8 edges,"[[0, 1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 1], [0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]]",29.0,4.0,Y,"{0: 37, 1: 33, 2: 45, 3: 49, 4: 41, 5: 29}","{(0, 1): 1, (0, 3): 1, (0, 4): 35, (1, 2): 25, (1, 4): 6, (1, 5): 1, (2, 3): 20, (3, 5): 28}",657.0816040039062,44.0,18.0,124.0
21.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 0], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 0]]",6.0,8.0,Y,"{0: 14, 1: 22, 2: 30, 3: 38, 4: 46, 5: 6}","{(0, 1): 12, (0, 2): 1, (0, 5): 1, (1, 2): 8, (1, 3): 1, (1, 5): 1, (2, 3): 8, (2, 4): 13, (3, 4): 29, (4, 5): 4}",643.9685821533203,46.0,18.0,128.0
22.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",5.0,8.0,Y,"{0: 45, 1: 13, 2: 37, 3: 21, 4: 5, 5: 29}","{(0, 2): 22, (0, 3): 19, (0, 4): 1, (0, 5): 3, (1, 2): 1, (1, 3): 1, (1, 5): 11, (2, 3): 1, (2, 4): 1, (2, 5): 12, (4, 5): 3}",1188.039779663086,47.0,18.0,130.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",4.0,6.0,Y,"{0: 10, 1: 16, 2: 22, 3: 28, 4: 34, 5: 4}","{(0, 2): 5, (0, 4): 4, (0, 5): 1, (1, 2): 1, (1, 3): 14, (1, 5): 1, (2, 4): 15, (2, 5): 1, (3, 4): 14, (4, 5): 1}",610.1131439208984,46.0,18.0,128.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",16.0,4.0,Y,"{0: 36, 1: 16, 2: 28, 3: 20, 4: 24, 5: 32}","{(0, 2): 21, (0, 4): 1, (0, 5): 14, (1, 2): 1, (1, 3): 1, (1, 5): 14, (2, 4): 3, (2, 5): 3, (3, 4): 19, (4, 5): 1}",1004.9343109130859,46.0,18.0,128.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",18.0,6.0,Y,"{0: 36, 1: 18, 2: 48, 3: 42, 4: 30, 5: 24}","{(0, 2): 30, (0, 4): 1, (0, 5): 5, (1, 2): 1, (1, 3): 15, (1, 5): 2, (2, 4): 1, (2, 5): 16, (3, 4): 27, (4, 5): 1}",669.9562072753906,46.0,18.0,128.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",20.0,4.0,Y,"{0: 40, 1: 20, 2: 36, 3: 32, 4: 28, 5: 24}","{(0, 2): 21, (0, 4): 1, (0, 5): 18, (1, 2): 9, (1, 3): 9, (1, 5): 2, (2, 4): 3, (2, 5): 3, (3, 4): 23, (4, 5): 1}",621.0803985595703,46.0,18.0,128.0
24.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0], [1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0]]",21.0,4.0,Y,"{0: 21, 1: 29, 2: 33, 3: 41, 4: 25, 5: 37}","{(0, 2): 8, (0, 4): 1, (0, 5): 12, (1, 2): 1, (1, 3): 25, (1, 5): 3, (2, 4): 5, (2, 5): 19, (3, 4): 16, (4, 5): 3}",61.98883056640625,46.0,18.0,128.0
25.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",3.0,2.0,Y,"{0: 9, 1: 5, 2: 13, 3: 11, 4: 3, 5: 7}","{(0, 1): 1, (0, 2): 8, (1, 2): 3, (1, 5): 1, (2, 3): 2, (3, 4): 3, (3, 5): 6}",66.99562072753906,43.0,18.0,122.0
25.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",21.0,4.0,Y,"{0: 33, 1: 29, 2: 25, 3: 41, 4: 37, 5: 21}","{(0, 1): 10, (0, 2): 23, (1, 2): 1, (1, 5): 18, (2, 3): 1, (3, 4): 37, (3, 5): 3}",715.9709930419922,43.0,18.0,122.0
25.0,Graph with 6 nodes and 7 edges,"[[0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0], [0, 1, 0, 1, 0, 0]]",26.0,2.0,Y,"{0: 36, 1: 34, 2: 32, 3: 30, 4: 28, 5: 26}","{(0, 1): 7, (0, 2): 29, (1, 2): 2, (1, 5): 25, (2, 3): 1, (3, 4): 28, (3, 5): 1}",388.86070251464844,43.0,18.0,122.0
26.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0]]",25.0,8.0,Y,"{0: 65, 1: 41, 2: 33, 3: 57, 4: 25, 5: 49}","{(0, 1): 19, (0, 2): 32, (0, 3): 9, (0, 4): 4, (0, 5): 1, (1, 2): 1, (1, 4): 20, (1, 5): 1, (3, 4): 1, (3, 5): 47}",828.9813995361328,46.0,18.0,128.0
26.0,Graph with 6 nodes and 10 edges,"[[0, 1, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0]]",27.0,2.0,Y,"{0: 27, 1: 37, 2: 31, 3: 35, 4: 29, 5: 33}","{(0, 1): 2, (0, 2): 22, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 2): 9, (1, 4): 1, (1, 5): 25, (3, 4): 27, (3, 5): 7}",360.0120544433594,46.0,18.0,128.0
