graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 11 nodes and 24 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]]",24.0,4.0,Y,"{0: 48, 1: 44, 2: 28, 3: 56, 4: 32, 5: 40, 6: 64, 7: 36, 8: 60, 9: 24, 10: 52}","{(0, 1): 1, (0, 3): 19, (0, 4): 28, (1, 2): 6, (1, 4): 1, (1, 5): 1, (1, 8): 34, (1, 9): 1, (2, 3): 1, (2, 6): 19, (2, 7): 1, (2, 10): 1, (3, 4): 1, (3, 5): 26, (3, 6): 1, (3, 10): 8, (4, 6): 1, (4, 10): 1, (5, 8): 12, (5, 9): 1, (6, 8): 1, (6, 10): 42, (7, 8): 13, (7, 9): 22}",1337.0513916015625,145.0,33.0,411.0
0.0,Graph with 11 nodes and 24 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]]",25.0,3.0,Y,"{0: 37, 1: 46, 2: 31, 3: 55, 4: 52, 5: 28, 6: 40, 7: 25, 8: 43, 9: 34, 10: 49}","{(0, 1): 9, (0, 3): 1, (0, 4): 27, (1, 2): 1, (1, 4): 6, (1, 5): 2, (1, 8): 7, (1, 9): 21, (2, 3): 3, (2, 6): 1, (2, 7): 16, (2, 10): 10, (3, 4): 4, (3, 5): 6, (3, 6): 6, (3, 10): 35, (4, 6): 12, (4, 10): 3, (5, 8): 12, (5, 9): 8, (6, 8): 20, (6, 10): 1, (7, 8): 4, (7, 9): 5}",1049.9954223632812,145.0,33.0,411.0
1.0,Graph with 11 nodes and 20 edges,"[[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]]",27.0,9.0,Y,"{0: 45, 1: 36, 2: 27, 3: 63, 4: 54, 5: 117, 6: 81, 7: 90, 8: 72, 9: 99, 10: 108}","{(0, 1): 1, (0, 5): 42, (0, 9): 1, (0, 10): 1, (1, 3): 4, (1, 4): 31, (2, 9): 27, (3, 5): 8, (3, 6): 50, (3, 10): 1, (4, 7): 20, (4, 8): 1, (4, 9): 1, (4, 10): 1, (5, 6): 30, (5, 10): 37, (6, 9): 1, (7, 8): 70, (8, 9): 1, (9, 10): 68}",1997.9476928710938,141.0,33.0,403.0
2.0,Graph with 11 nodes and 23 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]]",14.0,2.0,Y,"{0: 22, 1: 30, 2: 32, 3: 26, 4: 34, 5: 14, 6: 20, 7: 18, 8: 24, 9: 28, 10: 16}","{(0, 1): 4, (0, 4): 8, (0, 6): 1, (0, 10): 9, (1, 3): 11, (1, 5): 5, (1, 6): 9, (1, 10): 1, (2, 3): 2, (2, 5): 1, (2, 6): 5, (2, 9): 24, (3, 4): 5, (3, 6): 1, (3, 7): 7, (4, 8): 17, (4, 10): 4, (5, 6): 4, (5, 7): 1, (5, 9): 1, (5, 10): 2, (7, 8): 7, (7, 9): 3}",86.06910705566406,144.0,33.0,409.0
2.0,Graph with 11 nodes and 23 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1], [1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]]",17.0,5.0,Y,"{0: 62, 1: 27, 2: 67, 3: 32, 4: 42, 5: 22, 6: 52, 7: 37, 8: 57, 9: 17, 10: 47}","{(0, 1): 7, (0, 4): 1, (0, 6): 10, (0, 10): 44, (1, 3): 1, (1, 5): 17, (1, 6): 1, (1, 10): 1, (2, 3): 26, (2, 5): 1, (2, 6): 39, (2, 9): 1, (3, 4): 3, (3, 6): 1, (3, 7): 1, (4, 8): 37, (4, 10): 1, (5, 6): 1, (5, 7): 1, (5, 9): 1, (5, 10): 1, (7, 8): 20, (7, 9): 15}",1165.8668518066406,144.0,33.0,409.0
5.0,Graph with 11 nodes and 25 edges,"[[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]]",12.0,8.0,Y,"{0: 52, 1: 76, 2: 68, 3: 44, 4: 36, 5: 20, 6: 60, 7: 28, 8: 92, 9: 84, 10: 12}","{(0, 1): 30, (0, 2): 1, (0, 6): 12, (0, 7): 9, (1, 2): 5, (1, 5): 13, (1, 6): 3, (1, 7): 1, (1, 8): 21, (1, 9): 1, (1, 10): 2, (2, 6): 38, (2, 7): 16, (2, 9): 8, (3, 4): 34, (3, 6): 7, (3, 9): 3, (4, 7): 1, (4, 9): 1, (5, 9): 1, (5, 10): 6, (7, 9): 1, (8, 9): 68, (8, 10): 3, (9, 10): 1}",1231.1935424804688,146.0,33.0,413.0
5.0,Graph with 11 nodes and 25 edges,"[[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]]",15.0,9.0,Y,"{0: 105, 1: 60, 2: 42, 3: 51, 4: 69, 5: 33, 6: 87, 7: 78, 8: 24, 9: 15, 10: 96}","{(0, 1): 3, (0, 2): 18, (0, 6): 50, (0, 7): 34, (1, 2): 1, (1, 5): 1, (1, 6): 16, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 10): 36, (2, 6): 9, (2, 7): 13, (2, 9): 1, (3, 4): 38, (3, 6): 12, (3, 9): 1, (4, 7): 29, (4, 9): 2, (5, 9): 1, (5, 10): 31, (7, 9): 1, (8, 9): 1, (8, 10): 22, (9, 10): 7}",1479.8641204833984,146.0,33.0,413.0
7.0,Graph with 11 nodes and 26 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]]",19.0,3.0,Y,"{0: 22, 1: 25, 2: 28, 3: 31, 4: 34, 5: 37, 6: 40, 7: 43, 8: 46, 9: 49, 10: 19}","{(0, 1): 19, (0, 3): 2, (0, 4): 1, (1, 2): 1, (1, 5): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 10): 1, (2, 4): 20, (2, 6): 1, (2, 7): 1, (2, 8): 1, (2, 9): 4, (3, 8): 1, (3, 9): 28, (4, 6): 1, (4, 7): 12, (5, 6): 1, (5, 7): 28, (5, 8): 6, (5, 10): 1, (6, 8): 36, (6, 10): 1, (7, 8): 1, (9, 10): 16}",997.0664978027344,147.0,33.0,415.0
7.0,Graph with 11 nodes and 26 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]]",21.0,5.0,Y,"{0: 26, 1: 31, 2: 36, 3: 41, 4: 46, 5: 51, 6: 56, 7: 61, 8: 66, 9: 71, 10: 21}","{(0, 1): 24, (0, 3): 1, (0, 4): 1, (1, 2): 2, (1, 5): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 10): 1, (2, 4): 18, (2, 6): 1, (2, 7): 1, (2, 8): 1, (2, 9): 13, (3, 8): 1, (3, 9): 39, (4, 6): 26, (4, 7): 1, (5, 6): 27, (5, 7): 9, (5, 8): 13, (5, 10): 1, (6, 8): 1, (6, 10): 1, (7, 8): 49, (9, 10): 18}",1149.892807006836,147.0,33.0,415.0
7.0,Graph with 11 nodes and 26 edges,"[[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]]",22.0,8.0,Y,"{0: 30, 1: 38, 2: 46, 3: 54, 4: 62, 5: 70, 6: 78, 7: 86, 8: 94, 9: 102, 10: 22}","{(0, 1): 28, (0, 3): 1, (0, 4): 1, (1, 2): 5, (1, 5): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 10): 1, (2, 4): 8, (2, 6): 1, (2, 7): 1, (2, 8): 1, (2, 9): 30, (3, 8): 1, (3, 9): 52, (4, 6): 52, (4, 7): 1, (5, 6): 23, (5, 7): 19, (5, 8): 26, (5, 10): 1, (6, 8): 1, (6, 10): 1, (7, 8): 64, (9, 10): 19}",1222.1336364746094,147.0,33.0,415.0
