graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 14 nodes and 47 edges,"[[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1], [1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1], [1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1], [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0], [0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]]",12.0,4.0,Y,"{0: 16, 1: 20, 2: 24, 3: 28, 4: 32, 5: 36, 6: 40, 7: 44, 8: 48, 9: 52, 10: 56, 11: 60, 12: 64, 13: 12}","{(0, 1): 11, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 1, (0, 12): 1, (1, 2): 4, (1, 3): 1, (1, 6): 1, (1, 7): 1, (1, 10): 1, (1, 13): 1, (2, 4): 15, (2, 6): 1, (2, 7): 1, (2, 9): 1, (2, 12): 1, (2, 13): 1, (3, 4): 11, (3, 5): 1, (3, 7): 6, (3, 8): 1, (3, 10): 1, (3, 11): 6, (3, 13): 1, (4, 6): 1, (4, 7): 1, (4, 9): 1, (4, 12): 1, (4, 13): 1, (5, 6): 1, (5, 7): 32, (5, 9): 1, (6, 8): 1, (6, 12): 33, (6, 13): 1, (7, 8): 1, (7, 13): 1, (8, 9): 1, (8, 10): 17, (8, 12): 27, (9, 10): 18, (9, 11): 30, (10, 11): 18, (10, 13): 1, (11, 12): 1, (11, 13): 5}",1533.9851379394531,243.0,42.0,682.0
1.0,Graph with 14 nodes and 41 edges,"[[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1], [1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1], [0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0], [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1], [1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]]",7.0,8.0,Y,"{0: 7, 1: 111, 2: 103, 3: 15, 4: 95, 5: 87, 6: 79, 7: 71, 8: 63, 9: 55, 10: 47, 11: 39, 12: 31, 13: 23}","{(0, 3): 1, (0, 5): 1, (0, 8): 1, (0, 9): 1, (0, 10): 1, (0, 12): 1, (0, 13): 1, (1, 3): 1, (1, 4): 51, (1, 11): 34, (1, 12): 25, (2, 3): 1, (2, 7): 42, (2, 10): 42, (2, 12): 1, (2, 13): 17, (3, 4): 1, (3, 5): 1, (3, 9): 7, (3, 10): 1, (3, 11): 1, (3, 13): 1, (4, 7): 1, (4, 8): 39, (4, 9): 2, (4, 10): 1, (5, 6): 78, (5, 7): 5, (5, 11): 1, (5, 13): 1, (6, 12): 1, (7, 9): 22, (7, 13): 1, (8, 9): 21, (8, 11): 1, (8, 12): 1, (9, 12): 1, (9, 13): 1, (10, 11): 1, (10, 12): 1, (11, 13): 1}",1332.998275756836,237.0,42.0,670.0
2.0,Graph with 14 nodes and 59 edges,"[[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0], [1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]]",6.0,2.0,Y,"{0: 8, 1: 32, 2: 10, 3: 12, 4: 30, 5: 28, 6: 6, 7: 26, 8: 24, 9: 22, 10: 20, 11: 18, 12: 16, 13: 14}","{(0, 1): 1, (0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 7): 1, (0, 9): 1, (0, 11): 1, (1, 7): 1, (1, 8): 1, (1, 9): 3, (1, 11): 13, (1, 12): 6, (1, 13): 7, (2, 3): 1, (2, 4): 1, (2, 5): 1, (2, 8): 1, (2, 10): 2, (2, 11): 1, (2, 12): 1, (2, 13): 1, (3, 4): 1, (3, 5): 1, (3, 6): 1, (3, 7): 1, (3, 8): 1, (3, 9): 2, (3, 10): 1, (3, 12): 1, (3, 13): 1, (4, 5): 1, (4, 7): 1, (4, 8): 10, (4, 9): 12, (4, 10): 1, (4, 11): 1, (4, 12): 1, (5, 6): 1, (5, 7): 19, (5, 10): 2, (5, 12): 1, (5, 13): 1, (6, 7): 1, (6, 8): 1, (6, 9): 1, (6, 10): 1, (7, 12): 1, (7, 13): 1, (8, 10): 9, (8, 12): 1, (9, 10): 1, (9, 12): 1, (9, 13): 1, (10, 11): 1, (10, 12): 1, (10, 13): 1, (11, 12): 1, (12, 13): 1}",1282.2151184082031,255.0,42.0,706.0
5.0,Graph with 14 nodes and 41 edges,"[[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]]",12.0,4.0,Y,"{0: 16, 1: 20, 2: 24, 3: 28, 4: 32, 5: 36, 6: 40, 7: 44, 8: 48, 9: 52, 10: 56, 11: 60, 12: 64, 13: 12}","{(0, 3): 11, (0, 4): 1, (0, 7): 1, (0, 10): 1, (0, 11): 1, (0, 12): 1, (1, 2): 17, (1, 3): 1, (1, 4): 1, (1, 6): 1, (2, 6): 3, (2, 8): 1, (2, 9): 1, (2, 11): 1, (2, 13): 1, (3, 4): 12, (3, 6): 1, (3, 10): 1, (3, 11): 1, (3, 13): 1, (4, 5): 8, (4, 6): 1, (4, 7): 3, (4, 9): 5, (4, 12): 1, (5, 7): 1, (5, 11): 25, (5, 13): 2, (6, 7): 3, (6, 12): 31, (7, 8): 33, (7, 11): 2, (7, 13): 1, (8, 9): 4, (8, 11): 3, (8, 12): 7, (9, 10): 42, (10, 11): 4, (10, 12): 1, (10, 13): 7, (11, 12): 23}",1911.8785858154297,237.0,42.0,670.0
5.0,Graph with 14 nodes and 41 edges,"[[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]]",21.0,2.0,Y,"{0: 47, 1: 45, 2: 43, 3: 41, 4: 39, 5: 37, 6: 35, 7: 33, 8: 31, 9: 29, 10: 27, 11: 25, 12: 23, 13: 21}","{(0, 3): 1, (0, 4): 1, (0, 7): 27, (0, 10): 1, (0, 11): 1, (0, 12): 16, (1, 2): 8, (1, 3): 35, (1, 4): 1, (1, 6): 1, (2, 6): 1, (2, 8): 27, (2, 9): 5, (2, 11): 1, (2, 13): 1, (3, 4): 1, (3, 6): 1, (3, 10): 1, (3, 11): 1, (3, 13): 1, (4, 5): 1, (4, 6): 30, (4, 7): 1, (4, 9): 3, (4, 12): 1, (5, 7): 1, (5, 11): 18, (5, 13): 17, (6, 7): 1, (6, 12): 1, (7, 8): 1, (7, 11): 1, (7, 13): 1, (8, 9): 1, (8, 11): 1, (8, 12): 1, (9, 10): 20, (10, 11): 1, (10, 12): 3, (10, 13): 1, (11, 12): 1}",1112.9379272460938,237.0,42.0,670.0
6.0,Graph with 14 nodes and 51 edges,"[[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]]",9.0,2.0,Y,"{0: 11, 1: 13, 2: 15, 3: 17, 4: 19, 5: 21, 6: 23, 7: 25, 8: 27, 9: 29, 10: 31, 11: 9, 12: 33, 13: 35}","{(0, 2): 5, (0, 3): 1, (0, 4): 1, (0, 6): 1, (0, 8): 1, (0, 12): 1, (0, 13): 1, (1, 4): 9, (1, 5): 1, (1, 9): 1, (1, 12): 1, (1, 13): 1, (2, 3): 4, (2, 4): 1, (2, 5): 1, (2, 7): 1, (2, 8): 1, (2, 9): 1, (2, 12): 1, (3, 7): 8, (3, 8): 1, (3, 9): 1, (3, 11): 1, (3, 12): 1, (4, 9): 5, (4, 10): 1, (4, 11): 1, (4, 13): 1, (5, 10): 4, (5, 12): 8, (5, 13): 7, (6, 8): 7, (6, 9): 9, (6, 10): 1, (6, 11): 1, (6, 13): 4, (7, 11): 4, (7, 12): 1, (7, 13): 11, (8, 9): 9, (8, 10): 3, (8, 12): 1, (8, 13): 4, (9, 10): 1, (9, 12): 1, (9, 13): 1, (10, 11): 1, (10, 12): 16, (10, 13): 4, (11, 12): 1, (12, 13): 1}",2121.9253540039062,247.0,42.0,690.0
6.0,Graph with 14 nodes and 51 edges,"[[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1], [0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]]",26.0,6.0,Y,"{0: 104, 1: 98, 2: 92, 3: 86, 4: 80, 5: 74, 6: 68, 7: 62, 8: 56, 9: 50, 10: 44, 11: 38, 12: 32, 13: 26}","{(0, 2): 1, (0, 3): 1, (0, 4): 52, (0, 6): 47, (0, 8): 1, (0, 12): 1, (0, 13): 1, (1, 4): 23, (1, 5): 52, (1, 9): 21, (1, 12): 1, (1, 13): 1, (2, 3): 55, (2, 4): 1, (2, 5): 19, (2, 7): 1, (2, 8): 13, (2, 9): 1, (2, 12): 1, (3, 7): 26, (3, 8): 1, (3, 9): 1, (3, 11): 1, (3, 12): 1, (4, 9): 1, (4, 10): 1, (4, 11): 1, (4, 13): 1, (5, 10): 1, (5, 12): 1, (5, 13): 1, (6, 8): 1, (6, 9): 1, (6, 10): 1, (6, 11): 1, (6, 13): 17, (7, 11): 33, (7, 12): 1, (7, 13): 1, (8, 9): 1, (8, 10): 37, (8, 12): 1, (8, 13): 1, (9, 10): 1, (9, 12): 22, (9, 13): 1, (10, 11): 1, (10, 12): 1, (10, 13): 1, (11, 12): 1, (12, 13): 1}",979.9003601074219,247.0,42.0,690.0
7.0,Graph with 14 nodes and 39 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]]",13.0,2.0,Y,"{0: 13, 1: 39, 2: 37, 3: 35, 4: 33, 5: 31, 6: 29, 7: 27, 8: 25, 9: 23, 10: 21, 11: 19, 12: 17, 13: 15}","{(0, 6): 1, (0, 7): 1, (0, 8): 1, (0, 9): 8, (0, 12): 1, (0, 13): 1, (1, 2): 1, (1, 4): 16, (1, 6): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 11): 17, (1, 13): 1, (2, 6): 18, (2, 9): 9, (2, 13): 9, (3, 5): 1, (3, 7): 14, (3, 8): 19, (3, 13): 1, (4, 5): 4, (4, 8): 1, (4, 10): 12, (5, 7): 7, (5, 8): 1, (5, 9): 1, (5, 12): 16, (5, 13): 1, (6, 8): 1, (6, 9): 1, (6, 10): 6, (6, 13): 1, (7, 9): 1, (7, 10): 1, (7, 11): 2, (8, 9): 1, (9, 10): 1, (10, 13): 1}",1356.8401336669922,235.0,42.0,666.0
7.0,Graph with 14 nodes and 39 edges,"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1], [0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1], [1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]]",19.0,8.0,Y,"{0: 27, 1: 35, 2: 43, 3: 51, 4: 59, 5: 67, 6: 75, 7: 83, 8: 91, 9: 107, 10: 115, 11: 99, 12: 19, 13: 123}","{(0, 6): 22, (0, 7): 1, (0, 8): 1, (0, 9): 1, (0, 12): 1, (0, 13): 1, (1, 2): 7, (1, 4): 1, (1, 6): 1, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 11): 22, (1, 13): 1, (2, 6): 1, (2, 9): 1, (2, 13): 34, (3, 5): 1, (3, 7): 1, (3, 8): 1, (3, 13): 48, (4, 5): 1, (4, 8): 1, (4, 10): 56, (5, 7): 1, (5, 8): 1, (5, 9): 16, (5, 12): 18, (5, 13): 29, (6, 8): 1, (6, 9): 1, (6, 10): 48, (6, 13): 1, (7, 9): 1, (7, 10): 1, (7, 11): 77, (8, 9): 85, (9, 10): 1, (10, 13): 9}",1776.9336700439453,235.0,42.0,666.0
8.0,Graph with 14 nodes and 48 edges,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0], [0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1], [0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]]",7.0,8.0,Y,"{0: 7, 1: 111, 2: 103, 3: 15, 4: 95, 5: 87, 6: 79, 7: 71, 8: 63, 9: 55, 10: 47, 11: 39, 12: 31, 13: 23}","{(0, 4): 1, (0, 5): 1, (0, 11): 1, (0, 12): 1, (0, 13): 3, (1, 5): 1, (1, 8): 6, (1, 9): 50, (1, 10): 41, (1, 13): 13, (2, 3): 1, (2, 8): 45, (2, 10): 1, (2, 11): 33, (2, 12): 23, (3, 4): 2, (3, 5): 1, (3, 6): 6, (3, 9): 1, (3, 10): 1, (3, 11): 1, (3, 12): 1, (3, 13): 1, (4, 5): 21, (4, 6): 69, (4, 11): 1, (4, 13): 1, (5, 7): 59, (5, 8): 1, (5, 9): 1, (5, 12): 1, (5, 13): 1, (6, 7): 1, (6, 8): 1, (6, 9): 1, (6, 12): 1, (7, 8): 8, (7, 10): 1, (7, 12): 1, (7, 13): 1, (8, 10): 1, (8, 13): 1, (9, 11): 1, (9, 12): 1, (10, 11): 1, (10, 12): 1, (11, 13): 1, (12, 13): 1}",1214.9810791015625,244.0,42.0,684.0
