graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0]]",10.0,1.0,Y,"{0: 17, 1: 16, 2: 15, 3: 14, 4: 13, 5: 12, 6: 11, 7: 10}",Y,"{0: 17, 1: 16, 2: 15, 3: 14, 4: 13, 5: 12, 6: 11, 7: 10}","{(0, 3): 13, (0, 4): 2, (0, 5): 1, (0, 7): 1, (1, 2): 10, (1, 5): 1, (1, 6): 1, (1, 7): 4, (2, 4): 1, (2, 6): 4, (3, 6): 1, (4, 5): 9, (4, 7): 1, (5, 6): 1, (6, 7): 4}",29.087066650390625,15.0,8.0,30.0
0.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0]]",16.0,9.0,Y,"{0: 25, 1: 34, 2: 43, 3: 52, 4: 61, 5: 70, 6: 79, 7: 16}",Y,"{0: 25, 1: 34, 2: 43, 3: 52, 4: 61, 5: 70, 6: 79, 7: 16}","{(0, 3): 15, (0, 4): 8, (0, 5): 1, (0, 7): 1, (1, 2): 31, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 11, (2, 6): 1, (3, 6): 37, (4, 5): 29, (4, 7): 13, (5, 6): 39, (6, 7): 1}",513.0767822265625,15.0,8.0,30.0
0.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 1, 1, 0, 1], [0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0], [0, 1, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0]]",27.0,5.0,Y,"{0: 62, 1: 42, 2: 37, 3: 27, 4: 32, 5: 52, 6: 57, 7: 47}",Y,"{0: 62, 1: 42, 2: 37, 3: 27, 4: 32, 5: 52, 6: 57, 7: 47}","{(0, 3): 26, (0, 4): 14, (0, 5): 1, (0, 7): 21, (1, 2): 20, (1, 5): 1, (1, 6): 1, (1, 7): 20, (2, 4): 16, (2, 6): 1, (3, 6): 1, (4, 5): 1, (4, 7): 1, (5, 6): 49, (6, 7): 5}",535.0112915039062,15.0,8.0,30.0
1.0,Graph with 8 nodes and 17 edges,"[[0, 1, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 1, 0, 1], [1, 0, 1, 0, 1, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 1, 0, 0, 1, 0], [1, 1, 0, 1, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0, 1, 0]]",24.0,2.0,Y,"{0: 24, 1: 38, 2: 36, 3: 34, 4: 32, 5: 30, 6: 28, 7: 26}",Y,"{0: 24, 1: 38, 2: 36, 3: 34, 4: 32, 5: 30, 6: 28, 7: 26}","{(0, 1): 21, (0, 3): 1, (0, 4): 1, (0, 6): 1, (1, 5): 16, (1, 6): 1, (2, 3): 11, (2, 4): 1, (2, 5): 12, (2, 7): 12, (3, 4): 19, (3, 5): 1, (3, 6): 1, (3, 7): 1, (4, 6): 11, (5, 6): 1, (6, 7): 13}",607.9673767089844,17.0,8.0,34.0
2.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 1, 0, 0, 0, 1], [1, 1, 1, 1, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0]]",25.0,4.0,Y,"{0: 33, 1: 29, 2: 45, 3: 37, 4: 49, 5: 41, 6: 53, 7: 25}",Y,"{0: 33, 1: 29, 2: 45, 3: 37, 4: 49, 5: 41, 6: 53, 7: 25}","{(0, 3): 1, (0, 5): 3, (0, 6): 29, (1, 2): 11, (1, 4): 17, (1, 5): 1, (2, 3): 1, (2, 5): 32, (2, 6): 1, (3, 4): 7, (3, 5): 5, (3, 6): 23, (4, 7): 25}",43.8690185546875,13.0,8.0,26.0
3.0,Graph with 8 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0]]",15.0,7.0,Y,"{0: 57, 1: 22, 2: 50, 3: 64, 4: 15, 5: 36, 6: 43, 7: 29}",Y,"{0: 57, 1: 22, 2: 50, 3: 64, 4: 15, 5: 36, 6: 43, 7: 29}","{(0, 2): 21, (0, 3): 29, (0, 4): 1, (0, 5): 6, (1, 2): 22, (2, 3): 6, (2, 5): 1, (3, 6): 1, (3, 7): 28, (4, 6): 14, (5, 6): 28, (5, 7): 1}",46.96846008300781,12.0,8.0,24.0
3.0,Graph with 8 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0]]",18.0,2.0,Y,"{0: 32, 1: 20, 2: 26, 3: 24, 4: 22, 5: 30, 6: 28, 7: 18}",Y,"{0: 32, 1: 20, 2: 26, 3: 24, 4: 22, 5: 30, 6: 28, 7: 18}","{(0, 2): 4, (0, 3): 1, (0, 4): 16, (0, 5): 11, (1, 2): 20, (2, 3): 1, (2, 5): 1, (3, 6): 21, (3, 7): 1, (4, 6): 6, (5, 6): 1, (5, 7): 17}",17.1661376953125,12.0,8.0,24.0
3.0,Graph with 8 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0]]",24.0,9.0,Y,"{0: 24, 1: 51, 2: 78, 3: 87, 4: 33, 5: 42, 6: 60, 7: 69}",Y,"{0: 24, 1: 51, 2: 78, 3: 87, 4: 33, 5: 42, 6: 60, 7: 69}","{(0, 2): 9, (0, 3): 9, (0, 4): 1, (0, 5): 5, (1, 2): 51, (2, 3): 1, (2, 5): 17, (3, 6): 11, (3, 7): 66, (4, 6): 32, (5, 6): 17, (5, 7): 3}",31.948089599609375,12.0,8.0,24.0
3.0,Graph with 8 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0]]",29.0,1.0,Y,"{0: 35, 1: 33, 2: 36, 3: 30, 4: 34, 5: 32, 6: 31, 7: 29}",Y,"{0: 35, 1: 33, 2: 36, 3: 30, 4: 34, 5: 32, 6: 31, 7: 29}","{(0, 2): 1, (0, 3): 1, (0, 4): 32, (0, 5): 1, (1, 2): 33, (2, 3): 1, (2, 5): 1, (3, 6): 27, (3, 7): 1, (4, 6): 2, (5, 6): 2, (5, 7): 28}",16.927719116210938,12.0,8.0,24.0
3.0,Graph with 8 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0]]",29.0,3.0,Y,"{0: 50, 1: 41, 2: 47, 3: 38, 4: 32, 5: 44, 6: 35, 7: 29}",Y,"{0: 50, 1: 41, 2: 47, 3: 38, 4: 32, 5: 44, 6: 35, 7: 29}","{(0, 2): 3, (0, 3): 7, (0, 4): 31, (0, 5): 9, (1, 2): 41, (2, 3): 2, (2, 5): 1, (3, 6): 1, (3, 7): 28, (4, 6): 1, (5, 6): 33, (5, 7): 1}",266.79039001464844,12.0,8.0,24.0
4.0,Graph with 8 nodes and 14 edges,"[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]",12.0,7.0,Y,"{0: 54, 1: 26, 2: 47, 3: 19, 4: 12, 5: 40, 6: 61, 7: 33}",Y,"{0: 54, 1: 26, 2: 47, 3: 19, 4: 12, 5: 40, 6: 61, 7: 33}","{(0, 1): 22, (0, 5): 10, (0, 6): 20, (0, 7): 2, (1, 3): 1, (1, 4): 1, (1, 5): 1, (1, 7): 1, (2, 3): 17, (2, 5): 29, (2, 6): 1, (3, 4): 1, (4, 6): 10, (6, 7): 30}",619.8883056640625,14.0,8.0,28.0
4.0,Graph with 8 nodes and 14 edges,"[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]",20.0,6.0,Y,"{0: 50, 1: 38, 2: 56, 3: 62, 4: 26, 5: 32, 6: 44, 7: 20}",Y,"{0: 50, 1: 38, 2: 56, 3: 62, 4: 26, 5: 32, 6: 44, 7: 20}","{(0, 1): 22, (0, 5): 1, (0, 6): 25, (0, 7): 2, (1, 3): 13, (1, 4): 1, (1, 5): 1, (1, 7): 1, (2, 3): 25, (2, 5): 30, (2, 6): 1, (3, 4): 24, (4, 6): 1, (6, 7): 17}",363.1114959716797,14.0,8.0,28.0
4.0,Graph with 8 nodes and 14 edges,"[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0], [0, 1, 1, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]",27.0,5.0,Y,"{0: 62, 1: 42, 2: 37, 3: 27, 4: 52, 5: 32, 6: 57, 7: 47}",Y,"{0: 62, 1: 42, 2: 37, 3: 27, 4: 52, 5: 32, 6: 57, 7: 47}","{(0, 1): 1, (0, 5): 9, (0, 6): 9, (0, 7): 43, (1, 3): 22, (1, 4): 17, (1, 5): 1, (1, 7): 1, (2, 3): 1, (2, 5): 22, (2, 6): 14, (3, 4): 4, (4, 6): 31, (6, 7): 3}",29.087066650390625,14.0,8.0,28.0
5.0,Graph with 8 nodes and 18 edges,"[[0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",3.0,4.0,Y,"{0: 7, 1: 31, 2: 27, 3: 23, 4: 19, 5: 3, 6: 15, 7: 11}",Y,"{0: 7, 1: 31, 2: 27, 3: 23, 4: 19, 5: 3, 6: 15, 7: 11}","{(0, 1): 4, (0, 2): 1, (0, 4): 1, (0, 7): 1, (1, 2): 8, (1, 3): 7, (1, 4): 10, (1, 5): 1, (1, 7): 1, (2, 3): 9, (2, 5): 1, (2, 6): 7, (2, 7): 1, (3, 4): 1, (3, 7): 6, (4, 6): 7, (5, 7): 1, (6, 7): 1}",39.10064697265625,18.0,8.0,36.0
5.0,Graph with 8 nodes and 18 edges,"[[0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",4.0,7.0,Y,"{0: 46, 1: 53, 2: 32, 3: 11, 4: 18, 5: 39, 6: 4, 7: 25}",Y,"{0: 46, 1: 53, 2: 32, 3: 11, 4: 18, 5: 39, 6: 4, 7: 25}","{(0, 1): 29, (0, 2): 1, (0, 4): 15, (0, 7): 1, (1, 2): 1, (1, 3): 1, (1, 4): 1, (1, 5): 20, (1, 7): 1, (2, 3): 8, (2, 5): 10, (2, 6): 1, (2, 7): 11, (3, 4): 1, (3, 7): 1, (4, 6): 1, (5, 7): 9, (6, 7): 2}",730.0376892089844,18.0,8.0,36.0
5.0,Graph with 8 nodes and 18 edges,"[[0, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",6.0,4.0,Y,"{0: 14, 1: 30, 2: 26, 3: 6, 4: 10, 5: 18, 6: 34, 7: 22}",Y,"{0: 14, 1: 30, 2: 26, 3: 6, 4: 10, 5: 18, 6: 34, 7: 22}","{(0, 1): 6, (0, 2): 1, (0, 4): 6, (0, 7): 1, (1, 2): 1, (1, 3): 1, (1, 4): 1, (1, 5): 16, (1, 7): 5, (2, 3): 1, (2, 5): 1, (2, 6): 21, (2, 7): 1, (3, 4): 1, (3, 7): 3, (4, 6): 2, (5, 7): 1, (6, 7): 11}",390.05279541015625,18.0,8.0,36.0
6.0,Graph with 8 nodes and 15 edges,"[[0, 1, 1, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 0, 0], [0, 1, 1, 0, 1, 1, 0, 1], [0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 1, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0]]",3.0,6.0,Y,"{0: 9, 1: 45, 2: 39, 3: 33, 4: 27, 5: 15, 6: 3, 7: 21}",Y,"{0: 9, 1: 45, 2: 39, 3: 33, 4: 27, 5: 15, 6: 3, 7: 21}","{(0, 1): 3, (0, 2): 1, (0, 5): 1, (0, 6): 3, (0, 7): 1, (1, 3): 24, (1, 7): 18, (2, 3): 4, (2, 4): 24, (2, 5): 10, (3, 4): 1, (3, 5): 3, (3, 7): 1, (4, 5): 1, (4, 7): 1}",45.06111145019531,15.0,8.0,30.0
7.0,Graph with 8 nodes and 13 edges,"[[0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0]]",5.0,8.0,Y,"{0: 5, 1: 37, 2: 45, 3: 61, 4: 21, 5: 29, 6: 13, 7: 53}",Y,"{0: 5, 1: 37, 2: 45, 3: 61, 4: 21, 5: 29, 6: 13, 7: 53}","{(0, 2): 2, (0, 6): 3, (1, 2): 35, (1, 6): 2, (2, 5): 6, (2, 6): 2, (3, 4): 16, (3, 5): 5, (3, 7): 40, (4, 5): 5, (5, 6): 3, (5, 7): 10, (6, 7): 3}",56.02836608886719,13.0,8.0,26.0
7.0,Graph with 8 nodes and 13 edges,"[[0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0, 1, 1], [1, 1, 1, 0, 0, 1, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0]]",26.0,8.0,Y,"{0: 42, 1: 50, 2: 26, 3: 74, 4: 34, 5: 58, 6: 82, 7: 66}",Y,"{0: 42, 1: 50, 2: 26, 3: 74, 4: 34, 5: 58, 6: 82, 7: 66}","{(0, 2): 1, (0, 6): 41, (1, 2): 23, (1, 6): 27, (2, 5): 1, (2, 6): 1, (3, 4): 1, (3, 5): 21, (3, 7): 52, (4, 5): 33, (5, 6): 1, (5, 7): 2, (6, 7): 12}",233.8886260986328,13.0,8.0,26.0
