graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
1.0,Graph with 12 nodes and 29 edges,"[[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1], [0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0], [0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0], [0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0], [0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]]",18.0,1.0,Y,"{0: 29, 1: 28, 2: 27, 3: 26, 4: 25, 5: 24, 6: 23, 7: 22, 8: 21, 9: 20, 10: 19, 11: 18}",Y,"{0: 29, 1: 28, 2: 27, 3: 26, 4: 25, 5: 24, 6: 23, 7: 22, 8: 21, 9: 20, 10: 19, 11: 18}","{(0, 1): 15, (0, 11): 14, (1, 3): 10, (1, 5): 2, (1, 11): 1, (2, 3): 8, (2, 4): 8, (2, 9): 1, (2, 10): 10, (3, 6): 1, (3, 8): 3, (3, 9): 2, (3, 10): 1, (3, 11): 1, (4, 5): 1, (4, 7): 15, (4, 11): 1, (5, 6): 14, (5, 7): 3, (5, 8): 1, (5, 9): 1, (5, 10): 2, (6, 7): 3, (6, 8): 4, (6, 11): 1, (7, 10): 1, (8, 9): 12, (8, 10): 1, (9, 10): 4}",43.8690185546875,29.0,12.0,58.0
2.0,Graph with 12 nodes and 33 edges,"[[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1], [0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1], [0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]]",4.0,1.0,Y,"{0: 15, 1: 14, 2: 13, 3: 12, 4: 11, 5: 10, 6: 4, 7: 9, 8: 8, 9: 7, 10: 5, 11: 6}",Y,"{0: 15, 1: 14, 2: 13, 3: 12, 4: 11, 5: 10, 6: 4, 7: 9, 8: 8, 9: 7, 10: 5, 11: 6}","{(0, 1): 1, (0, 2): 1, (0, 4): 6, (0, 5): 5, (0, 8): 1, (0, 10): 1, (1, 4): 2, (1, 7): 6, (1, 8): 1, (1, 9): 3, (1, 11): 1, (2, 3): 7, (2, 5): 1, (2, 7): 2, (2, 8): 1, (2, 11): 1, (3, 4): 1, (3, 5): 1, (3, 8): 1, (3, 9): 1, (3, 11): 1, (4, 5): 1, (4, 6): 1, (5, 8): 1, (5, 11): 1, (6, 8): 1, (6, 10): 1, (6, 11): 1, (7, 9): 1, (8, 9): 1, (8, 10): 1, (9, 10): 1, (10, 11): 1}",580.0724029541016,33.0,12.0,66.0
3.0,Graph with 12 nodes and 37 edges,"[[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1], [0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0], [0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0], [1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1], [0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]]",11.0,7.0,Y,"{0: 18, 1: 25, 2: 32, 3: 39, 4: 46, 5: 53, 6: 60, 7: 67, 8: 74, 9: 81, 10: 88, 11: 11}",Y,"{0: 18, 1: 25, 2: 32, 3: 39, 4: 46, 5: 53, 6: 60, 7: 67, 8: 74, 9: 81, 10: 88, 11: 11}","{(0, 1): 1, (0, 5): 5, (0, 8): 6, (0, 9): 1, (0, 10): 5, (1, 4): 5, (1, 5): 12, (1, 9): 1, (1, 10): 1, (1, 11): 5, (2, 3): 5, (2, 4): 1, (2, 6): 6, (2, 7): 5, (2, 9): 13, (2, 10): 1, (2, 11): 1, (3, 4): 9, (3, 7): 1, (3, 8): 12, (3, 10): 12, (4, 6): 15, (4, 8): 5, (4, 9): 7, (4, 10): 3, (4, 11): 1, (5, 9): 22, (5, 10): 13, (5, 11): 1, (6, 9): 16, (6, 10): 22, (6, 11): 1, (7, 8): 30, (7, 10): 30, (7, 11): 1, (8, 9): 21, (10, 11): 1}",93.93692016601562,37.0,12.0,74.0
5.0,Graph with 12 nodes and 28 edges,"[[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0], [0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0], [1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]]",18.0,7.0,Y,"{0: 25, 1: 32, 2: 39, 3: 46, 4: 53, 5: 60, 6: 67, 7: 74, 8: 81, 9: 88, 10: 95, 11: 18}",Y,"{0: 25, 1: 32, 2: 39, 3: 46, 4: 53, 5: 60, 6: 67, 7: 74, 8: 81, 9: 88, 10: 95, 11: 18}","{(0, 1): 1, (0, 4): 1, (0, 10): 22, (0, 11): 1, (1, 5): 1, (1, 6): 1, (1, 7): 1, (1, 10): 28, (2, 4): 1, (2, 5): 1, (2, 6): 35, (2, 8): 1, (2, 9): 1, (3, 4): 29, (3, 7): 1, (3, 8): 1, (3, 11): 15, (4, 6): 1, (4, 7): 1, (4, 10): 20, (5, 7): 39, (5, 10): 18, (5, 11): 1, (6, 7): 30, (7, 9): 1, (7, 11): 1, (8, 9): 79, (9, 10): 7}",878.8108825683594,28.0,12.0,56.0
6.0,Graph with 12 nodes and 37 edges,"[[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0], [0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0], [0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",28.0,2.0,Y,"{0: 50, 1: 48, 2: 46, 3: 44, 4: 42, 5: 40, 6: 38, 7: 36, 8: 34, 9: 32, 10: 30, 11: 28}",Y,"{0: 50, 1: 48, 2: 46, 3: 44, 4: 42, 5: 40, 6: 38, 7: 36, 8: 34, 9: 32, 10: 30, 11: 28}","{(0, 1): 7, (0, 5): 14, (0, 7): 1, (0, 9): 1, (0, 10): 1, (0, 11): 26, (1, 3): 1, (1, 4): 1, (1, 5): 5, (1, 7): 1, (1, 8): 30, (1, 9): 1, (1, 10): 1, (1, 11): 1, (2, 3): 12, (2, 5): 1, (2, 6): 1, (2, 7): 1, (2, 9): 6, (2, 10): 25, (3, 5): 1, (3, 7): 29, (3, 8): 1, (4, 5): 1, (4, 6): 16, (4, 7): 1, (4, 9): 23, (5, 6): 16, (5, 7): 1, (5, 10): 1, (6, 7): 1, (6, 8): 1, (6, 9): 1, (6, 10): 1, (6, 11): 1, (7, 8): 1, (8, 10): 1}",1029.0145874023438,37.0,12.0,74.0
6.0,Graph with 12 nodes and 37 edges,"[[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0], [0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0], [1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0], [0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0], [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0], [1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",28.0,8.0,Y,"{0: 100, 1: 60, 2: 92, 3: 44, 4: 116, 5: 28, 6: 108, 7: 84, 8: 36, 9: 68, 10: 76, 11: 52}",Y,"{0: 100, 1: 60, 2: 92, 3: 44, 4: 116, 5: 28, 6: 108, 7: 84, 8: 36, 9: 68, 10: 76, 11: 52}","{(0, 1): 1, (0, 5): 21, (0, 7): 1, (0, 9): 1, (0, 10): 26, (0, 11): 50, (1, 3): 1, (1, 4): 1, (1, 5): 1, (1, 7): 1, (1, 8): 1, (1, 9): 29, (1, 10): 24, (1, 11): 1, (2, 3): 9, (2, 5): 1, (2, 6): 79, (2, 7): 1, (2, 9): 1, (2, 10): 1, (3, 5): 1, (3, 7): 1, (3, 8): 32, (4, 5): 1, (4, 6): 1, (4, 7): 77, (4, 9): 36, (5, 6): 1, (5, 7): 1, (5, 10): 1, (6, 7): 1, (6, 8): 1, (6, 9): 1, (6, 10): 23, (6, 11): 1, (7, 8): 1, (8, 10): 1}",475.88348388671875,37.0,12.0,74.0
7.0,Graph with 12 nodes and 30 edges,"[[0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0], [1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]",7.0,2.0,Y,"{0: 9, 1: 11, 2: 13, 3: 15, 4: 17, 5: 19, 6: 21, 7: 23, 8: 25, 9: 27, 10: 29, 11: 7}",Y,"{0: 9, 1: 11, 2: 13, 3: 15, 4: 17, 5: 19, 6: 21, 7: 23, 8: 25, 9: 27, 10: 29, 11: 7}","{(0, 2): 4, (0, 3): 1, (0, 5): 1, (0, 7): 1, (0, 8): 1, (0, 9): 1, (1, 4): 1, (1, 6): 5, (1, 7): 2, (1, 8): 1, (1, 9): 1, (1, 11): 1, (2, 7): 9, (3, 4): 2, (3, 5): 1, (3, 9): 10, (3, 10): 1, (4, 7): 4, (4, 8): 7, (4, 9): 1, (4, 10): 2, (5, 6): 9, (5, 8): 1, (5, 9): 1, (5, 10): 6, (6, 9): 7, (7, 8): 1, (7, 11): 6, (8, 10): 14, (9, 10): 6}",40.0543212890625,30.0,12.0,60.0
7.0,Graph with 12 nodes and 30 edges,"[[0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0], [1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0], [1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]",29.0,6.0,Y,"{0: 35, 1: 41, 2: 47, 3: 53, 4: 59, 5: 65, 6: 71, 7: 77, 8: 83, 9: 89, 10: 95, 11: 29}",Y,"{0: 35, 1: 41, 2: 47, 3: 53, 4: 59, 5: 65, 6: 71, 7: 77, 8: 83, 9: 89, 10: 95, 11: 29}","{(0, 2): 6, (0, 3): 1, (0, 5): 1, (0, 7): 1, (0, 8): 1, (0, 9): 25, (1, 4): 1, (1, 6): 36, (1, 7): 1, (1, 8): 1, (1, 9): 1, (1, 11): 1, (2, 7): 41, (3, 4): 1, (3, 5): 1, (3, 9): 26, (3, 10): 24, (4, 7): 1, (4, 8): 1, (4, 9): 1, (4, 10): 54, (5, 6): 1, (5, 8): 60, (5, 9): 1, (5, 10): 1, (6, 9): 34, (7, 8): 5, (7, 11): 28, (8, 10): 15, (9, 10): 1}",712.1562957763672,30.0,12.0,60.0
10.0,Graph with 12 nodes and 41 edges,"[[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1], [0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0], [0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0], [1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1], [0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0], [1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0]]",16.0,4.0,Y,"{0: 56, 1: 28, 2: 36, 3: 24, 4: 48, 5: 52, 6: 60, 7: 32, 8: 16, 9: 44, 10: 20, 11: 40}",Y,"{0: 56, 1: 28, 2: 36, 3: 24, 4: 48, 5: 52, 6: 60, 7: 32, 8: 16, 9: 44, 10: 20, 11: 40}","{(0, 2): 7, (0, 3): 7, (0, 4): 2, (0, 6): 7, (0, 7): 1, (0, 8): 1, (0, 9): 24, (0, 11): 7, (1, 3): 1, (1, 4): 18, (1, 8): 1, (1, 9): 1, (1, 10): 7, (2, 5): 21, (2, 7): 1, (2, 11): 7, (3, 4): 1, (3, 5): 1, (3, 6): 7, (3, 7): 1, (3, 8): 4, (3, 9): 1, (3, 11): 1, (4, 5): 13, (4, 6): 12, (4, 7): 1, (4, 9): 1, (5, 7): 7, (5, 10): 9, (5, 11): 1, (6, 7): 10, (6, 8): 7, (6, 9): 1, (6, 11): 16, (7, 8): 1, (7, 9): 7, (7, 10): 3, (8, 9): 1, (8, 11): 1, (9, 10): 1, (9, 11): 7}",60.08148193359375,41.0,12.0,82.0
13.0,Graph with 12 nodes and 32 edges,"[[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0], [0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]]",9.0,9.0,Y,"{0: 18, 1: 27, 2: 36, 3: 45, 4: 54, 5: 63, 6: 72, 7: 81, 8: 90, 9: 99, 10: 9, 11: 108}",Y,"{0: 18, 1: 27, 2: 36, 3: 45, 4: 54, 5: 63, 6: 72, 7: 81, 8: 90, 9: 99, 10: 9, 11: 108}","{(0, 3): 10, (0, 4): 1, (0, 6): 4, (0, 11): 3, (1, 2): 6, (1, 6): 1, (1, 9): 18, (1, 10): 1, (1, 11): 1, (2, 3): 1, (2, 4): 1, (2, 5): 1, (2, 7): 27, (3, 4): 1, (3, 5): 11, (3, 6): 1, (3, 7): 7, (3, 8): 13, (3, 11): 1, (4, 5): 15, (4, 6): 4, (4, 8): 13, (4, 9): 19, (5, 6): 23, (5, 11): 13, (6, 8): 1, (6, 10): 1, (6, 11): 37, (7, 11): 47, (8, 9): 62, (8, 10): 1, (10, 11): 6}",46.96846008300781,32.0,12.0,64.0
