graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0.0,Graph with 13 nodes and 32 edges,"[[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]]",6.0,1.0,Y,"{0: 7, 1: 8, 2: 9, 3: 10, 4: 11, 5: 12, 6: 13, 7: 14, 8: 15, 9: 16, 10: 17, 11: 6, 12: 18}","{(0, 5): 3, (0, 6): 1, (0, 7): 1, (0, 8): 1, (0, 10): 1, (1, 3): 5, (1, 7): 3, (2, 3): 1, (2, 5): 5, (2, 6): 3, (3, 5): 1, (3, 7): 1, (3, 9): 1, (3, 10): 1, (4, 6): 3, (4, 7): 5, (4, 10): 1, (4, 11): 1, (4, 12): 1, (5, 6): 1, (5, 10): 1, (5, 12): 1, (6, 9): 4, (6, 12): 1, (7, 11): 4, (8, 9): 9, (8, 10): 2, (8, 12): 3, (9, 10): 1, (9, 12): 1, (10, 12): 10, (11, 12): 1}",1619.100570678711,201.0,39.0,571.0
0.0,Graph with 13 nodes and 32 edges,"[[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1], [1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1], [1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]]",20.0,9.0,Y,"{0: 119, 1: 29, 2: 47, 3: 101, 4: 83, 5: 38, 6: 20, 7: 74, 8: 92, 9: 110, 10: 128, 11: 65, 12: 56}","{(0, 5): 4, (0, 6): 12, (0, 7): 9, (0, 8): 25, (0, 10): 69, (1, 3): 17, (1, 7): 12, (2, 3): 42, (2, 5): 4, (2, 6): 1, (3, 5): 11, (3, 7): 25, (3, 9): 5, (3, 10): 1, (4, 6): 4, (4, 7): 22, (4, 10): 1, (4, 11): 42, (4, 12): 14, (5, 6): 1, (5, 10): 1, (5, 12): 17, (6, 9): 1, (6, 12): 1, (7, 11): 6, (8, 9): 55, (8, 10): 11, (8, 12): 1, (9, 10): 44, (9, 12): 5, (10, 12): 1, (11, 12): 17}",1526.1173248291016,201.0,39.0,571.0
1.0,Graph with 13 nodes and 44 edges,"[[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1], [1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0], [1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0], [1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0], [1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]]",10.0,5.0,Y,"{0: 70, 1: 65, 2: 60, 3: 55, 4: 50, 5: 45, 6: 40, 7: 35, 8: 30, 9: 25, 10: 20, 11: 15, 12: 10}","{(0, 1): 1, (0, 4): 42, (0, 5): 1, (0, 6): 1, (0, 8): 1, (0, 9): 1, (0, 10): 9, (0, 11): 8, (0, 12): 6, (1, 3): 29, (1, 4): 1, (1, 7): 32, (1, 10): 1, (1, 11): 1, (2, 5): 19, (2, 8): 23, (2, 9): 18, (3, 5): 1, (3, 6): 16, (3, 8): 1, (3, 10): 6, (3, 11): 1, (3, 12): 1, (4, 5): 1, (4, 6): 1, (4, 8): 1, (4, 9): 1, (4, 10): 1, (4, 11): 1, (4, 12): 1, (5, 6): 20, (5, 8): 1, (5, 9): 1, (5, 11): 1, (6, 9): 1, (6, 12): 1, (7, 8): 1, (7, 9): 1, (7, 11): 1, (8, 9): 1, (8, 10): 1, (9, 10): 1, (10, 11): 1, (11, 12): 1}",1097.2023010253906,213.0,39.0,595.0
1.0,Graph with 13 nodes and 44 edges,"[[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1], [1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1], [1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0], [1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0], [1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0], [1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0], [1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1], [1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]]",22.0,9.0,Y,"{0: 31, 1: 40, 2: 49, 3: 58, 4: 67, 5: 76, 6: 85, 7: 94, 8: 103, 9: 112, 10: 121, 11: 130, 12: 22}","{(0, 1): 23, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 8): 1, (0, 9): 1, (0, 10): 1, (0, 11): 1, (0, 12): 1, (1, 3): 13, (1, 4): 1, (1, 7): 1, (1, 10): 1, (1, 11): 1, (2, 5): 47, (2, 8): 1, (2, 9): 1, (3, 5): 23, (3, 6): 5, (3, 8): 1, (3, 10): 1, (3, 11): 14, (3, 12): 1, (4, 5): 1, (4, 6): 59, (4, 8): 1, (4, 9): 1, (4, 10): 1, (4, 11): 1, (4, 12): 1, (5, 6): 1, (5, 8): 1, (5, 9): 1, (5, 11): 1, (6, 9): 1, (6, 12): 18, (7, 8): 1, (7, 9): 1, (7, 11): 91, (8, 9): 53, (8, 10): 44, (9, 10): 53, (10, 11): 20, (11, 12): 1}",1937.1509552001953,213.0,39.0,595.0
2.0,Graph with 13 nodes and 36 edges,"[[0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0], [1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1], [0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]]",24.0,4.0,Y,"{0: 40, 1: 52, 2: 28, 3: 36, 4: 64, 5: 32, 6: 68, 7: 60, 8: 56, 9: 48, 10: 72, 11: 24, 12: 44}","{(0, 1): 1, (0, 2): 10, (0, 4): 1, (0, 7): 1, (0, 8): 8, (0, 9): 1, (0, 11): 18, (1, 3): 1, (1, 7): 40, (1, 10): 10, (2, 3): 1, (2, 5): 1, (2, 8): 3, (2, 10): 13, (3, 5): 29, (3, 6): 1, (3, 8): 1, (3, 9): 1, (3, 10): 1, (3, 12): 1, (4, 5): 1, (4, 6): 54, (4, 10): 1, (4, 11): 5, (4, 12): 2, (5, 8): 1, (6, 10): 1, (6, 12): 12, (7, 8): 17, (7, 9): 1, (7, 12): 1, (8, 12): 26, (9, 10): 44, (9, 12): 1, (10, 11): 1, (10, 12): 1}",118.97087097167969,205.0,39.0,579.0
3.0,Graph with 13 nodes and 43 edges,"[[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1], [0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1], [0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0], [1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0], [1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1], [1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0], [0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1], [0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]]",16.0,6.0,Y,"{0: 88, 1: 82, 2: 76, 3: 70, 4: 64, 5: 58, 6: 52, 7: 46, 8: 40, 9: 34, 10: 28, 11: 22, 12: 16}","{(0, 4): 1, (0, 5): 39, (0, 6): 1, (0, 7): 35, (0, 10): 1, (0, 12): 11, (1, 2): 1, (1, 3): 1, (1, 5): 16, (1, 6): 1, (1, 8): 33, (1, 9): 28, (1, 10): 1, (1, 12): 1, (2, 3): 1, (2, 4): 5, (2, 5): 1, (2, 6): 47, (2, 10): 21, (3, 4): 53, (3, 7): 1, (3, 8): 1, (3, 9): 1, (3, 10): 1, (3, 11): 11, (4, 6): 1, (4, 7): 1, (4, 8): 1, (4, 9): 1, (4, 11): 1, (5, 6): 1, (5, 12): 1, (6, 11): 1, (7, 8): 2, (7, 11): 7, (8, 9): 1, (8, 10): 1, (8, 12): 1, (9, 10): 1, (9, 11): 1, (9, 12): 1, (10, 11): 1, (10, 12): 1}",1039.9818420410156,212.0,39.0,593.0
4.0,Graph with 13 nodes and 34 edges,"[[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1], [0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]]",8.0,8.0,Y,"{0: 16, 1: 24, 2: 32, 3: 40, 4: 48, 5: 56, 6: 64, 7: 72, 8: 80, 9: 88, 10: 96, 11: 104, 12: 8}","{(0, 1): 10, (0, 2): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 9): 1, (0, 11): 1, (1, 2): 13, (1, 9): 1, (2, 3): 14, (2, 4): 1, (2, 7): 1, (2, 11): 1, (2, 12): 1, (3, 4): 1, (3, 5): 1, (3, 6): 7, (3, 7): 17, (4, 8): 27, (4, 11): 17, (4, 12): 1, (5, 8): 5, (5, 10): 9, (5, 11): 37, (5, 12): 3, (6, 7): 7, (6, 10): 49, (7, 9): 21, (7, 11): 26, (8, 9): 48, (9, 10): 15, (9, 12): 2, (10, 11): 22, (10, 12): 1}",1611.948013305664,203.0,39.0,575.0
4.0,Graph with 13 nodes and 34 edges,"[[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1], [0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1], [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0], [0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]]",20.0,7.0,Y,"{0: 27, 1: 34, 2: 41, 3: 48, 4: 55, 5: 62, 6: 69, 7: 76, 8: 83, 9: 90, 10: 97, 11: 104, 12: 20}","{(0, 1): 21, (0, 2): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 9): 1, (0, 11): 1, (1, 2): 12, (1, 9): 1, (2, 3): 24, (2, 4): 1, (2, 7): 1, (2, 11): 1, (2, 12): 1, (3, 4): 1, (3, 5): 1, (3, 6): 21, (3, 7): 1, (4, 8): 50, (4, 11): 1, (4, 12): 1, (5, 8): 20, (5, 10): 1, (5, 11): 38, (5, 12): 1, (6, 7): 15, (6, 10): 32, (7, 9): 58, (7, 11): 1, (8, 9): 13, (9, 10): 1, (9, 12): 16, (10, 11): 62, (10, 12): 1}",1423.1204986572266,203.0,39.0,575.0
5.0,Graph with 13 nodes and 41 edges,"[[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1], [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1], [1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1], [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]]",8.0,4.0,Y,"{0: 12, 1: 16, 2: 20, 3: 24, 4: 28, 5: 32, 6: 36, 7: 40, 8: 44, 9: 48, 10: 52, 11: 8, 12: 56}","{(0, 1): 9, (0, 6): 1, (0, 8): 1, (0, 10): 1, (1, 4): 4, (1, 7): 1, (1, 10): 1, (1, 11): 1, (2, 4): 16, (2, 9): 1, (2, 10): 1, (2, 11): 1, (2, 12): 1, (3, 4): 1, (3, 5): 1, (3, 6): 1, (3, 10): 1, (3, 12): 20, (4, 5): 1, (4, 6): 1, (4, 7): 1, (4, 8): 1, (4, 9): 1, (4, 10): 1, (4, 12): 1, (5, 8): 27, (5, 10): 1, (5, 11): 1, (5, 12): 1, (6, 9): 25, (6, 10): 1, (6, 11): 1, (6, 12): 6, (7, 10): 11, (7, 11): 3, (7, 12): 24, (8, 10): 14, (8, 12): 1, (9, 10): 20, (9, 12): 1, (11, 12): 1}",1905.9181213378906,210.0,39.0,589.0
6.0,Graph with 13 nodes and 34 edges,"[[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1], [0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0], [1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0], [0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]]",4.0,6.0,Y,"{0: 76, 1: 70, 2: 64, 3: 58, 4: 52, 5: 46, 6: 40, 7: 34, 8: 28, 9: 22, 10: 16, 11: 4, 12: 10}","{(0, 1): 47, (0, 4): 1, (0, 6): 1, (0, 7): 5, (0, 8): 22, (1, 9): 17, (1, 12): 6, (2, 3): 36, (2, 7): 24, (2, 8): 1, (2, 9): 1, (2, 11): 1, (2, 12): 1, (3, 6): 18, (3, 8): 1, (3, 9): 1, (3, 11): 1, (3, 12): 1, (4, 5): 42, (4, 6): 5, (4, 7): 1, (4, 9): 1, (4, 10): 1, (4, 12): 1, (5, 7): 1, (5, 8): 1, (5, 9): 1, (5, 11): 1, (6, 7): 1, (6, 10): 15, (7, 8): 1, (7, 12): 1, (8, 9): 1, (8, 11): 1}",1308.9179992675781,203.0,39.0,575.0
