index,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime/microseconds,Gurobi_num_vars,Gurobi_num_constrs,Gurobi_nonzero_coefs
0,"[[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 5, 1: 3, 2: 2, 3: 4, 4: 6}","{(0, 3): 4, (0, 4): 1, (1, 4): 3, (2, 4): 2}",796.0796356201172,29.0,15.0,83.0
1,"[[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 8, 1: 4, 2: 2, 3: 6, 4: 10}","{(0, 3): 5, (0, 4): 3, (1, 4): 4, (2, 4): 2, (3, 4): 1}",623.9414215087891,30.0,15.0,85.0
2,"[[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 8, 1: 5, 2: 2, 3: 11, 4: 14}","{(0, 3): 6, (0, 4): 2, (1, 4): 5, (2, 4): 2, (3, 4): 5}",491.85752868652344,30.0,15.0,85.0
3,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",2.0,1.0,Y,"{0: 2, 1: 3, 2: 4, 3: 5, 4: 6}","{(0, 3): 1, (0, 4): 1, (1, 3): 3, (2, 4): 4, (3, 4): 1}",638.9617919921875,30.0,15.0,85.0
4,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",2.0,2.0,Y,"{0: 8, 1: 4, 2: 2, 3: 10, 4: 6}","{(0, 3): 5, (0, 4): 3, (1, 3): 4, (2, 4): 2, (3, 4): 1}",856.8763732910156,30.0,15.0,85.0
5,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]]",2.0,3.0,Y,"{0: 2, 1: 11, 2: 5, 3: 14, 4: 8}","{(0, 3): 1, (0, 4): 1, (1, 3): 11, (2, 4): 5, (3, 4): 2}",55.07469177246094,30.0,15.0,85.0
6,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 3, 1: 5, 2: 2, 3: 4, 4: 6}","{(0, 3): 2, (0, 4): 1, (1, 3): 2, (1, 4): 3, (2, 4): 2}",37.90855407714844,30.0,15.0,85.0
7,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 4, 1: 3, 2: 2, 3: 6, 4: 5}","{(0, 3): 3, (0, 4): 1, (1, 3): 2, (1, 4): 1, (2, 4): 2, (3, 4): 1}",46.96846008300781,31.0,15.0,87.0
8,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 8, 1: 4, 2: 2, 3: 10, 4: 6}","{(0, 3): 6, (0, 4): 2, (1, 3): 3, (1, 4): 1, (2, 4): 2, (3, 4): 1}",717.8783416748047,31.0,15.0,87.0
9,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 11, 1: 5, 2: 2, 3: 14, 4: 8}","{(0, 3): 8, (0, 4): 3, (1, 3): 4, (1, 4): 1, (2, 4): 2, (3, 4): 2}",728.1303405761719,31.0,15.0,87.0
10,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 5, 1: 3, 2: 2, 3: 6, 4: 4}","{(0, 3): 3, (0, 4): 2, (1, 3): 2, (1, 4): 1, (2, 3): 1, (2, 4): 1}",108.95729064941406,31.0,15.0,87.0
11,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 4, 1: 3, 2: 2, 3: 5, 4: 6}","{(0, 3): 1, (0, 4): 3, (1, 3): 2, (1, 4): 1, (2, 3): 1, (2, 4): 1, (3, 4): 1}",564.0983581542969,32.0,15.0,89.0
12,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 2, 1: 8, 2: 4, 3: 6, 4: 10}","{(0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 7, (2, 3): 3, (2, 4): 1, (3, 4): 1}",519.0372467041016,32.0,15.0,89.0
13,"[[0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 2, 1: 5, 2: 11, 3: 14, 4: 8}","{(0, 3): 1, (0, 4): 1, (1, 3): 1, (1, 4): 4, (2, 3): 10, (2, 4): 1, (3, 4): 2}",115.15617370605469,32.0,15.0,89.0
14,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 1, 0, 0, 0]]",2.0,1.0,Y,"{0: 6, 1: 4, 2: 5, 3: 2, 4: 3}","{(0, 2): 5, (0, 4): 1, (1, 3): 2, (1, 4): 2}",844.0017700195312,29.0,15.0,83.0
15,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,1.0,Y,"{0: 3, 1: 6, 2: 2, 3: 4, 4: 5}","{(0, 2): 1, (0, 4): 2, (1, 3): 4, (1, 4): 2, (2, 4): 1}",36.00120544433594,30.0,15.0,85.0
16,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 10, 1: 4, 2: 8, 3: 2, 4: 6}","{(0, 2): 7, (0, 4): 3, (1, 3): 2, (1, 4): 2, (2, 4): 1}",506.1626434326172,30.0,15.0,85.0
17,"[[0, 0, 1, 0, 1], [0, 0, 0, 1, 1], [1, 0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 1, 1, 0, 0]]",2.0,3.0,Y,"{0: 14, 1: 5, 2: 11, 3: 2, 4: 8}","{(0, 2): 10, (0, 4): 4, (1, 3): 2, (1, 4): 3, (2, 4): 1}",627.9945373535156,30.0,15.0,85.0
